STATE_UT,DISTRICT,ALERT_CONFIRMED,alert_count
Haryana,Rewari,DEPLETION_WARNING,3
Haryana,Rewari,RECOVERY_SIGNAL,2
Haryana,Rewari,SUDDEN_DROP,4
Haryana,Rohtak,CRITICAL_GROUNDWATER,12
Haryana,Rohtak,DEPLETION_WARNING,9
Haryana,Rohtak,RECOVERY_SIGNAL,3
Haryana,Rohtak,SUDDEN_DROP,3
Haryana,Sirsa,CRITICAL_GROUNDWATER,39
Haryana,Sirsa,DEPLETION_WARNING,12
Haryana,Sirsa,RECOVERY_SIGNAL,9
Haryana,Sirsa,SUDDEN_DROP,7
Haryana,Sonipat,CRITICAL_GROUNDWATER,21
Haryana,Sonipat,DEPLETION_WARNING,4
Haryana,Sonipat,RECOVERY_SIGNAL,7
Haryana,Sonipat,SUDDEN_DROP,5
Haryana,Yamunanagar,CRITICAL_GROUNDWATER,5
Haryana,Yamunanagar,DEPLETION_WARNING,8
Haryana,Yamunanagar,RECOVERY_SIGNAL,5
Haryana,Yamunanagar,SUDDEN_DROP,7
Jammu and Kashmir,Jammu,CRITICAL_GROUNDWATER,56
Jammu and Kashmir,Jammu,DEPLETION_WARNING,21
Jammu and Kashmir,Jammu,RECOVERY_SIGNAL,13
Jammu and Kashmir,Jammu,SUDDEN_DROP,9
Jammu and Kashmir,Kathua,CRITICAL_GROUNDWATER,25
Jammu and Kashmir,Kathua,DEPLETION_WARNING,11
Jammu and Kashmir,Kathua,RECOVERY_SIGNAL,8
Jammu and Kashmir,Kathua,SUDDEN_DROP,7
Jammu and Kashmir,Rajouri,CRITICAL_GROUNDWATER,15
Jammu and Kashmir,Rajouri,DEPLETION_WARNING,3
Jammu and Kashmir,Rajouri,RECOVERY_SIGNAL,8
Jammu and Kashmir,Rajouri,SUDDEN_DROP,7
Jammu and Kashmir,Reasi,CRITICAL_GROUNDWATER,3
Jammu and Kashmir,Reasi,DEPLETION_WARNING,6
Jammu and Kashmir,Reasi,RECOVERY_SIGNAL,1
Jammu and Kashmir,Reasi,SUDDEN_DROP,2
Jammu and Kashmir,Samba,CRITICAL_GROUNDWATER,20
Jammu and Kashmir,Samba,DEPLETION_WARNING,15
Jammu and Kashmir,Samba,RECOVERY_SIGNAL,11
Jammu and Kashmir,Samba,SUDDEN_DROP,10
Jammu and Kashmir,Udhampur,CRITICAL_GROUNDWATER,9
Jammu and Kashmir,Udhampur,DEPLETION_WARNING,4
Jammu and Kashmir,Udhampur,RECOVERY_SIGNAL,4
Jammu and Kashmir,Udhampur,SUDDEN_DROP,3
Jharkhand,Bokaro,CRITICAL_GROUNDWATER,2
Jharkhand,Bokaro,DEPLETION_WARNING,2
Jharkhand,Bokaro,RECOVERY_SIGNAL,2
Jharkhand,Bokaro,SUDDEN_DROP,3
Jharkhand,Chatra,CRITICAL_GROUNDWATER,6
Jharkhand,Chatra,DEPLETION_WARNING,2
Jharkhand,Chatra,RECOVERY_SIGNAL,1
Jharkhand,Chatra,SUDDEN_DROP,2
Jharkhand,Deoghar,CRITICAL_GROUNDWATER,1
Jharkhand,Deoghar,DEPLETION_WARNING,2
Jharkhand,Dhanbad,CRITICAL_GROUNDWATER,2
Jharkhand,Dhanbad,DEPLETION_WARNING,9
Jharkhand,Dhanbad,RECOVERY_SIGNAL,6
Jharkhand,Dhanbad,SUDDEN_DROP,4
Jharkhand,Dumka,CRITICAL_GROUNDWATER,8
Jharkhand,Dumka,DEPLETION_WARNING,12
Jharkhand,Dumka,RECOVERY_SIGNAL,6
Jharkhand,Dumka,SUDDEN_DROP,3
Jharkhand,East Singhbum,CRITICAL_GROUNDWATER,6
Jharkhand,East Singhbum,DEPLETION_WARNING,4
Jharkhand,East Singhbum,RECOVERY_SIGNAL,5
Jharkhand,East Singhbum,SUDDEN_DROP,7
Jharkhand,Giridih,CRITICAL_GROUNDWATER,3
Jharkhand,Giridih,DEPLETION_WARNING,4
Jharkhand,Giridih,RECOVERY_SIGNAL,11
Jharkhand,Giridih,SUDDEN_DROP,11
Jharkhand,Godda,CRITICAL_GROUNDWATER,1
Jharkhand,Godda,RECOVERY_SIGNAL,1
Jharkhand,Godda,SUDDEN_DROP,2
Jharkhand,Gumla,CRITICAL_GROUNDWATER,3
Jharkhand,Gumla,DEPLETION_WARNING,6
Jharkhand,Gumla,RECOVERY_SIGNAL,2
Jharkhand,Gumla,SUDDEN_DROP,4
Jharkhand,Hazaribagh,CRITICAL_GROUNDWATER,14
Jharkhand,Hazaribagh,DEPLETION_WARNING,5
Jharkhand,Hazaribagh,RECOVERY_SIGNAL,4
Jharkhand,Hazaribagh,SUDDEN_DROP,9
Jharkhand,Jamtara,CRITICAL_GROUNDWATER,9
Jharkhand,Jamtara,DEPLETION_WARNING,7
Jharkhand,Jamtara,RECOVERY_SIGNAL,3
Jharkhand,Jamtara,SUDDEN_DROP,8
Jharkhand,Koderma,CRITICAL_GROUNDWATER,6
Jharkhand,Koderma,DEPLETION_WARNING,3
Jharkhand,Koderma,RECOVERY_SIGNAL,5
Jharkhand,Koderma,SUDDEN_DROP,6
Jharkhand,Latehar,CRITICAL_GROUNDWATER,3
Jharkhand,Latehar,DEPLETION_WARNING,3
Jharkhand,Latehar,RECOVERY_SIGNAL,5
Jharkhand,Latehar,SUDDEN_DROP,6
Jharkhand,Lohardaga,CRITICAL_GROUNDWATER,5
Jharkhand,Lohardaga,DEPLETION_WARNING,3
Jharkhand,Lohardaga,RECOVERY_SIGNAL,7
Jharkhand,Lohardaga,SUDDEN_DROP,7
Jharkhand,Pakur,CRITICAL_GROUNDWATER,10
Jharkhand,Pakur,DEPLETION_WARNING,3
Jharkhand,Pakur,RECOVERY_SIGNAL,5
Jharkhand,Pakur,SUDDEN_DROP,4
Jharkhand,Palamu,CRITICAL_GROUNDWATER,2
Jharkhand,Palamu,DEPLETION_WARNING,5
Jharkhand,Palamu,RECOVERY_SIGNAL,3
Jharkhand,Palamu,SUDDEN_DROP,4
Jharkhand,Ramgarh,CRITICAL_GROUNDWATER,19
Jharkhand,Ramgarh,DEPLETION_WARNING,6
Jharkhand,Ramgarh,RECOVERY_SIGNAL,4
Jharkhand,Ramgarh,SUDDEN_DROP,7
Jharkhand,Ranchi,CRITICAL_GROUNDWATER,1
Jharkhand,Ranchi,DEPLETION_WARNING,1
Jharkhand,Sahebganj,CRITICAL_GROUNDWATER,7
Jharkhand,Sahebganj,DEPLETION_WARNING,4
Jharkhand,Sahebganj,RECOVERY_SIGNAL,5
Jharkhand,Sahebganj,SUDDEN_DROP,2
Jharkhand,Saraikela Kharsawan,CRITICAL_GROUNDWATER,5
Jharkhand,Saraikela Kharsawan,DEPLETION_WARNING,2
Jharkhand,Saraikela Kharsawan,RECOVERY_SIGNAL,5
Jharkhand,Saraikela Kharsawan,SUDDEN_DROP,4
Jharkhand,Simdega,CRITICAL_GROUNDWATER,3
Jharkhand,Simdega,DEPLETION_WARNING,7
Jharkhand,Simdega,RECOVERY_SIGNAL,5
Jharkhand,Simdega,SUDDEN_DROP,3
Jharkhand,West Singhbhum,CRITICAL_GROUNDWATER,5
Jharkhand,West Singhbhum,DEPLETION_WARNING,2
Jharkhand,West Singhbhum,RECOVERY_SIGNAL,7
Jharkhand,West Singhbhum,SUDDEN_DROP,6
Karnataka,Bagalkote,CRITICAL_GROUNDWATER,4
Karnataka,Bagalkote,DEPLETION_WARNING,3
Karnataka,Bagalkote,RECOVERY_SIGNAL,4
Karnataka,Bagalkote,SUDDEN_DROP,5
Karnataka,Ballari,CRITICAL_GROUNDWATER,2
Karnataka,Ballari,RECOVERY_SIGNAL,2
Karnataka,Ballari,SUDDEN_DROP,7
Karnataka,Belagavi,CRITICAL_GROUNDWATER,13
Karnataka,Belagavi,DEPLETION_WARNING,7
Karnataka,Belagavi,RECOVERY_SIGNAL,14
Karnataka,Belagavi,SUDDEN_DROP,4
Karnataka,Bengaluru Rural,CRITICAL_GROUNDWATER,1
Karnataka,Bengaluru Rural,DEPLETION_WARNING,1
Karnataka,Bengaluru Rural,RECOVERY_SIGNAL,6
Karnataka,Bengaluru Rural,SUDDEN_DROP,6
Karnataka,Bengaluru Urban,CRITICAL_GROUNDWATER,9
Karnataka,Bengaluru Urban,DEPLETION_WARNING,3
Karnataka,Bengaluru Urban,RECOVERY_SIGNAL,5
Karnataka,Bengaluru Urban,SUDDEN_DROP,6
Karnataka,Bidar,CRITICAL_GROUNDWATER,8
Karnataka,Bidar,RECOVERY_SIGNAL,5
Karnataka,Bidar,SUDDEN_DROP,3
Karnataka,Chamarajanagara,CRITICAL_GROUNDWATER,3
Karnataka,Chamarajanagara,DEPLETION_WARNING,1
Karnataka,Chamarajanagara,RECOVERY_SIGNAL,9
Karnataka,Chamarajanagara,SUDDEN_DROP,7
Karnataka,Chikkaballapura,CRITICAL_GROUNDWATER,1
Karnataka,Chikkaballapura,DEPLETION_WARNING,1
Karnataka,Chikkaballapura,RECOVERY_SIGNAL,9
Karnataka,Chikkaballapura,SUDDEN_DROP,8
Karnataka,Chikkamagaluru,CRITICAL_GROUNDWATER,14
Karnataka,Chikkamagaluru,DEPLETION_WARNING,5
Karnataka,Chikkamagaluru,RECOVERY_SIGNAL,5
Karnataka,Chikkamagaluru,SUDDEN_DROP,6
Karnataka,Chitradurga,CRITICAL_GROUNDWATER,5
Karnataka,Chitradurga,DEPLETION_WARNING,2
Karnataka,Chitradurga,RECOVERY_SIGNAL,15
Karnataka,Chitradurga,SUDDEN_DROP,9
Karnataka,Dakshina Kannada,CRITICAL_GROUNDWATER,35
Karnataka,Dakshina Kannada,DEPLETION_WARNING,28
Karnataka,Dakshina Kannada,RECOVERY_SIGNAL,13
Karnataka,Dakshina Kannada,SUDDEN_DROP,23
Karnataka,Davangere,CRITICAL_GROUNDWATER,13
Karnataka,Davangere,DEPLETION_WARNING,4
Karnataka,Davangere,RECOVERY_SIGNAL,20
Karnataka,Davangere,SUDDEN_DROP,19
Karnataka,Dharwad,CRITICAL_GROUNDWATER,9
Karnataka,Dharwad,DEPLETION_WARNING,6
Karnataka,Dharwad,RECOVERY_SIGNAL,4
Karnataka,Dharwad,SUDDEN_DROP,18
Karnataka,Gadag,CRITICAL_GROUNDWATER,4
Karnataka,Gadag,DEPLETION_WARNING,3
Karnataka,Gadag,RECOVERY_SIGNAL,7
Karnataka,Gadag,SUDDEN_DROP,9
Karnataka,Hassan,CRITICAL_GROUNDWATER,11
Karnataka,Hassan,DEPLETION_WARNING,5
Karnataka,Hassan,RECOVERY_SIGNAL,14
Karnataka,Hassan,SUDDEN_DROP,12
Karnataka,Haveri,CRITICAL_GROUNDWATER,3
Karnataka,Haveri,DEPLETION_WARNING,2
Karnataka,Haveri,RECOVERY_SIGNAL,18
Karnataka,Haveri,SUDDEN_DROP,14
Karnataka,Kalaburagi,CRITICAL_GROUNDWATER,11
Karnataka,Kalaburagi,DEPLETION_WARNING,5
Karnataka,Kalaburagi,RECOVERY_SIGNAL,23
Karnataka,Kalaburagi,SUDDEN_DROP,24
Karnataka,Kodagu,CRITICAL_GROUNDWATER,36
Karnataka,Kodagu,DEPLETION_WARNING,11
Karnataka,Kodagu,RECOVERY_SIGNAL,27
Karnataka,Kodagu,SUDDEN_DROP,23
Karnataka,Kolar,CRITICAL_GROUNDWATER,6
Karnataka,Kolar,DEPLETION_WARNING,1
Karnataka,Kolar,RECOVERY_SIGNAL,15
Karnataka,Kolar,SUDDEN_DROP,14
Karnataka,Koppal,CRITICAL_GROUNDWATER,4
Karnataka,Koppal,DEPLETION_WARNING,4
Karnataka,Koppal,RECOVERY_SIGNAL,4
Karnataka,Koppal,SUDDEN_DROP,11
Karnataka,Mandya,CRITICAL_GROUNDWATER,6
Karnataka,Mandya,DEPLETION_WARNING,2
Karnataka,Mandya,RECOVERY_SIGNAL,8
Karnataka,Mandya,SUDDEN_DROP,10
Karnataka,Mysuru,CRITICAL_GROUNDWATER,20
Karnataka,Mysuru,DEPLETION_WARNING,4
Karnataka,Mysuru,RECOVERY_SIGNAL,13
Karnataka,Mysuru,SUDDEN_DROP,16
Karnataka,Raichur,CRITICAL_GROUNDWATER,7
Karnataka,Raichur,RECOVERY_SIGNAL,17
Karnataka,Raichur,SUDDEN_DROP,28
Karnataka,Ramanagara,CRITICAL_GROUNDWATER,6
Karnataka,Ramanagara,DEPLETION_WARNING,2
Karnataka,Ramanagara,RECOVERY_SIGNAL,8
Karnataka,Ramanagara,SUDDEN_DROP,5
Karnataka,Shivamogga,CRITICAL_GROUNDWATER,14
Karnataka,Shivamogga,DEPLETION_WARNING,4
Karnataka,Shivamogga,RECOVERY_SIGNAL,7
Karnataka,Shivamogga,SUDDEN_DROP,8
Karnataka,Tumakuru,CRITICAL_GROUNDWATER,5
Karnataka,Tumakuru,DEPLETION_WARNING,1
Karnataka,Tumakuru,RECOVERY_SIGNAL,11
Karnataka,Tumakuru,SUDDEN_DROP,10
Karnataka,Udupi,CRITICAL_GROUNDWATER,22
Karnataka,Udupi,DEPLETION_WARNING,12
Karnataka,Udupi,RECOVERY_SIGNAL,7
Karnataka,Udupi,SUDDEN_DROP,6
Karnataka,Uttara Kannada,CRITICAL_GROUNDWATER,11
Karnataka,Uttara Kannada,DEPLETION_WARNING,3
Karnataka,Uttara Kannada,RECOVERY_SIGNAL,5
Karnataka,Uttara Kannada,SUDDEN_DROP,4
Karnataka,Vijayanagar,CRITICAL_GROUNDWATER,3
Karnataka,Vijayanagar,DEPLETION_WARNING,2
Karnataka,Vijayanagar,RECOVERY_SIGNAL,7
Karnataka,Vijayanagar,SUDDEN_DROP,13
Karnataka,Vijayapura,CRITICAL_GROUNDWATER,5
Karnataka,Vijayapura,DEPLETION_WARNING,3
Karnataka,Vijayapura,RECOVERY_SIGNAL,9
Karnataka,Vijayapura,SUDDEN_DROP,13
Karnataka,Yadgir,CRITICAL_GROUNDWATER,4
Karnataka,Yadgir,DEPLETION_WARNING,1
Karnataka,Yadgir,RECOVERY_SIGNAL,4
Karnataka,Yadgir,SUDDEN_DROP,8
Kerala,Alappuzha,CRITICAL_GROUNDWATER,66
Kerala,Alappuzha,DEPLETION_WARNING,20
Kerala,Alappuzha,RECOVERY_SIGNAL,8
Kerala,Alappuzha,SUDDEN_DROP,17
Kerala,Ernakulam,CRITICAL_GROUNDWATER,54
Kerala,Ernakulam,DEPLETION_WARNING,16
Kerala,Ernakulam,RECOVERY_SIGNAL,7
Kerala,Ernakulam,SUDDEN_DROP,23
Kerala,Idukki,CRITICAL_GROUNDWATER,93
Kerala,Idukki,DEPLETION_WARNING,26
Kerala,Idukki,RECOVERY_SIGNAL,6
Kerala,Idukki,SUDDEN_DROP,20
Kerala,Kannur,CRITICAL_GROUNDWATER,57
Kerala,Kannur,DEPLETION_WARNING,37
Kerala,Kannur,RECOVERY_SIGNAL,15
Kerala,Kannur,SUDDEN_DROP,26
Kerala,Kasaragod,CRITICAL_GROUNDWATER,194
Kerala,Kasaragod,DEPLETION_WARNING,51
Kerala,Kasaragod,RECOVERY_SIGNAL,54
Kerala,Kasaragod,SUDDEN_DROP,82
Kerala,Kollam,CRITICAL_GROUNDWATER,79
Kerala,Kollam,DEPLETION_WARNING,38
Kerala,Kollam,RECOVERY_SIGNAL,24
Kerala,Kollam,SUDDEN_DROP,29
Kerala,Kottayam,CRITICAL_GROUNDWATER,68
Kerala,Kottayam,DEPLETION_WARNING,31
Kerala,Kottayam,RECOVERY_SIGNAL,10
Kerala,Kottayam,SUDDEN_DROP,23
Kerala,Kozhikode,CRITICAL_GROUNDWATER,123
Kerala,Kozhikode,DEPLETION_WARNING,16
Kerala,Kozhikode,RECOVERY_SIGNAL,10
Kerala,Kozhikode,SUDDEN_DROP,21
Kerala,Malappuram,CRITICAL_GROUNDWATER,74
Kerala,Malappuram,DEPLETION_WARNING,34
Kerala,Malappuram,RECOVERY_SIGNAL,17
Kerala,Malappuram,SUDDEN_DROP,37
Kerala,Palakkad,CRITICAL_GROUNDWATER,47
Kerala,Palakkad,DEPLETION_WARNING,35
Kerala,Palakkad,RECOVERY_SIGNAL,44
Kerala,Palakkad,SUDDEN_DROP,35
Kerala,Pathanamthitta,CRITICAL_GROUNDWATER,105
Kerala,Pathanamthitta,DEPLETION_WARNING,34
Kerala,Pathanamthitta,RECOVERY_SIGNAL,16
Kerala,Pathanamthitta,SUDDEN_DROP,16
Kerala,Thiruvananthapuram,CRITICAL_GROUNDWATER,49
Kerala,Thiruvananthapuram,DEPLETION_WARNING,44
Kerala,Thiruvananthapuram,RECOVERY_SIGNAL,25
Kerala,Thiruvananthapuram,SUDDEN_DROP,45
Kerala,Thrissur,CRITICAL_GROUNDWATER,71
Kerala,Thrissur,DEPLETION_WARNING,12
Kerala,Thrissur,RECOVERY_SIGNAL,8
Kerala,Thrissur,SUDDEN_DROP,18
Kerala,Wayanad,CRITICAL_GROUNDWATER,163
Kerala,Wayanad,DEPLETION_WARNING,40
Kerala,Wayanad,RECOVERY_SIGNAL,52
Kerala,Wayanad,SUDDEN_DROP,58
Madhya Pradesh,Agar-Malwa,CRITICAL_GROUNDWATER,7
Madhya Pradesh,Agar-Malwa,DEPLETION_WARNING,3
Madhya Pradesh,Agar-Malwa,SUDDEN_DROP,10
Madhya Pradesh,Alirajpur,CRITICAL_GROUNDWATER,3
Madhya Pradesh,Alirajpur,DEPLETION_WARNING,1
Madhya Pradesh,Alirajpur,RECOVERY_SIGNAL,5
Madhya Pradesh,Alirajpur,SUDDEN_DROP,13
Madhya Pradesh,Anuppur,CRITICAL_GROUNDWATER,16
Madhya Pradesh,Anuppur,DEPLETION_WARNING,3
Madhya Pradesh,Anuppur,RECOVERY_SIGNAL,5
Madhya Pradesh,Anuppur,SUDDEN_DROP,15
Madhya Pradesh,Ashoknagar,CRITICAL_GROUNDWATER,11
Madhya Pradesh,Ashoknagar,DEPLETION_WARNING,10
Madhya Pradesh,Ashoknagar,RECOVERY_SIGNAL,3
Madhya Pradesh,Ashoknagar,SUDDEN_DROP,8
Madhya Pradesh,Balaghat,CRITICAL_GROUNDWATER,13
Madhya Pradesh,Balaghat,DEPLETION_WARNING,7
Madhya Pradesh,Balaghat,RECOVERY_SIGNAL,5
Madhya Pradesh,Balaghat,SUDDEN_DROP,13
Madhya Pradesh,Barwani,CRITICAL_GROUNDWATER,2
Madhya Pradesh,Barwani,DEPLETION_WARNING,2
Madhya Pradesh,Barwani,RECOVERY_SIGNAL,6
Madhya Pradesh,Barwani,SUDDEN_DROP,6
Madhya Pradesh,Betul,CRITICAL_GROUNDWATER,8
Madhya Pradesh,Betul,DEPLETION_WARNING,7
Madhya Pradesh,Betul,RECOVERY_SIGNAL,3
Madhya Pradesh,Betul,SUDDEN_DROP,10
Madhya Pradesh,Bhind,CRITICAL_GROUNDWATER,12
Madhya Pradesh,Bhind,DEPLETION_WARNING,5
Madhya Pradesh,Bhind,RECOVERY_SIGNAL,8
Madhya Pradesh,Bhind,SUDDEN_DROP,22
Madhya Pradesh,Bhopal,CRITICAL_GROUNDWATER,12
Madhya Pradesh,Bhopal,DEPLETION_WARNING,8
Madhya Pradesh,Bhopal,RECOVERY_SIGNAL,3
Madhya Pradesh,Bhopal,SUDDEN_DROP,6
Madhya Pradesh,Burhanpur,CRITICAL_GROUNDWATER,13
Madhya Pradesh,Burhanpur,DEPLETION_WARNING,4
Madhya Pradesh,Burhanpur,RECOVERY_SIGNAL,8
Madhya Pradesh,Burhanpur,SUDDEN_DROP,17
Madhya Pradesh,Chhatarpur,CRITICAL_GROUNDWATER,27
Madhya Pradesh,Chhatarpur,DEPLETION_WARNING,5
Madhya Pradesh,Chhatarpur,RECOVERY_SIGNAL,11
Madhya Pradesh,Chhatarpur,SUDDEN_DROP,29
Madhya Pradesh,Chhindwara,CRITICAL_GROUNDWATER,15
Madhya Pradesh,Chhindwara,DEPLETION_WARNING,2
Madhya Pradesh,Chhindwara,RECOVERY_SIGNAL,3
Madhya Pradesh,Chhindwara,SUDDEN_DROP,6
Madhya Pradesh,Damoh,CRITICAL_GROUNDWATER,10
Madhya Pradesh,Damoh,DEPLETION_WARNING,7
Madhya Pradesh,Damoh,RECOVERY_SIGNAL,1
Madhya Pradesh,Damoh,SUDDEN_DROP,6
Madhya Pradesh,Datia,CRITICAL_GROUNDWATER,9
Madhya Pradesh,Datia,DEPLETION_WARNING,3
Madhya Pradesh,Datia,RECOVERY_SIGNAL,8
Madhya Pradesh,Datia,SUDDEN_DROP,8
Madhya Pradesh,Dewas,CRITICAL_GROUNDWATER,8
Madhya Pradesh,Dewas,DEPLETION_WARNING,6
Madhya Pradesh,Dewas,RECOVERY_SIGNAL,6
Madhya Pradesh,Dewas,SUDDEN_DROP,16
Madhya Pradesh,Dhar,CRITICAL_GROUNDWATER,10
Madhya Pradesh,Dhar,DEPLETION_WARNING,4
Madhya Pradesh,Dhar,RECOVERY_SIGNAL,2
Madhya Pradesh,Dhar,SUDDEN_DROP,11
Madhya Pradesh,Dindori,CRITICAL_GROUNDWATER,17
Madhya Pradesh,Dindori,DEPLETION_WARNING,3
Madhya Pradesh,Dindori,RECOVERY_SIGNAL,1
Madhya Pradesh,Dindori,SUDDEN_DROP,5
Madhya Pradesh,Guna,CRITICAL_GROUNDWATER,13
Madhya Pradesh,Guna,DEPLETION_WARNING,2
Madhya Pradesh,Guna,RECOVERY_SIGNAL,2
Madhya Pradesh,Guna,SUDDEN_DROP,11
Madhya Pradesh,Gwalior,CRITICAL_GROUNDWATER,28
Madhya Pradesh,Gwalior,DEPLETION_WARNING,5
Madhya Pradesh,Gwalior,RECOVERY_SIGNAL,12
Madhya Pradesh,Gwalior,SUDDEN_DROP,17
Madhya Pradesh,Harda,CRITICAL_GROUNDWATER,5
Madhya Pradesh,Harda,DEPLETION_WARNING,5
Madhya Pradesh,Harda,RECOVERY_SIGNAL,9
Madhya Pradesh,Harda,SUDDEN_DROP,8
Madhya Pradesh,Indore,CRITICAL_GROUNDWATER,21
Madhya Pradesh,Indore,DEPLETION_WARNING,7
Madhya Pradesh,Indore,RECOVERY_SIGNAL,17
Madhya Pradesh,Indore,SUDDEN_DROP,45
Madhya Pradesh,Jabalpur,CRITICAL_GROUNDWATER,32
Madhya Pradesh,Jabalpur,DEPLETION_WARNING,10
Madhya Pradesh,Jabalpur,RECOVERY_SIGNAL,12
Madhya Pradesh,Jabalpur,SUDDEN_DROP,20
Madhya Pradesh,Jhabua,CRITICAL_GROUNDWATER,4
Madhya Pradesh,Jhabua,RECOVERY_SIGNAL,1
Madhya Pradesh,Jhabua,SUDDEN_DROP,1
Madhya Pradesh,Katni,CRITICAL_GROUNDWATER,3
Madhya Pradesh,Katni,DEPLETION_WARNING,2
Madhya Pradesh,Katni,RECOVERY_SIGNAL,3
Madhya Pradesh,Katni,SUDDEN_DROP,10
Madhya Pradesh,Khandwa (East Nimar),CRITICAL_GROUNDWATER,13
Madhya Pradesh,Khandwa (East Nimar),DEPLETION_WARNING,6
Madhya Pradesh,Khandwa (East Nimar),RECOVERY_SIGNAL,8
Madhya Pradesh,Khandwa (East Nimar),SUDDEN_DROP,12
Madhya Pradesh,Khargone (West Nimar),CRITICAL_GROUNDWATER,5
Madhya Pradesh,Khargone (West Nimar),DEPLETION_WARNING,4
Madhya Pradesh,Khargone (West Nimar),RECOVERY_SIGNAL,11
Madhya Pradesh,Khargone (West Nimar),SUDDEN_DROP,19
Madhya Pradesh,Maihar,CRITICAL_GROUNDWATER,2
Madhya Pradesh,Maihar,RECOVERY_SIGNAL,3
Madhya Pradesh,Maihar,SUDDEN_DROP,9
Madhya Pradesh,Mandla,CRITICAL_GROUNDWATER,8
Madhya Pradesh,Mandla,DEPLETION_WARNING,3
Madhya Pradesh,Mandla,RECOVERY_SIGNAL,5
Madhya Pradesh,Mandla,SUDDEN_DROP,12
Madhya Pradesh,Mandsaur,CRITICAL_GROUNDWATER,4
Madhya Pradesh,Mandsaur,DEPLETION_WARNING,1
Madhya Pradesh,Mandsaur,RECOVERY_SIGNAL,18
Madhya Pradesh,Mandsaur,SUDDEN_DROP,30
Madhya Pradesh,Mauganj,CRITICAL_GROUNDWATER,11
Madhya Pradesh,Mauganj,DEPLETION_WARNING,4
Madhya Pradesh,Mauganj,RECOVERY_SIGNAL,9
Madhya Pradesh,Mauganj,SUDDEN_DROP,8
Madhya Pradesh,Morena,CRITICAL_GROUNDWATER,15
Madhya Pradesh,Morena,RECOVERY_SIGNAL,5
Madhya Pradesh,Morena,SUDDEN_DROP,6
Madhya Pradesh,Narmadapuram,CRITICAL_GROUNDWATER,5
Madhya Pradesh,Narmadapuram,DEPLETION_WARNING,2
Madhya Pradesh,Narmadapuram,RECOVERY_SIGNAL,3
Madhya Pradesh,Narmadapuram,SUDDEN_DROP,3
Madhya Pradesh,Narsimhapur,RECOVERY_SIGNAL,1
Madhya Pradesh,Narsimhapur,SUDDEN_DROP,7
Madhya Pradesh,Neemuch,CRITICAL_GROUNDWATER,3
Madhya Pradesh,Neemuch,RECOVERY_SIGNAL,18
Madhya Pradesh,Neemuch,SUDDEN_DROP,27
Madhya Pradesh,Niwari,CRITICAL_GROUNDWATER,5
Madhya Pradesh,Niwari,DEPLETION_WARNING,1
Madhya Pradesh,Niwari,RECOVERY_SIGNAL,9
Madhya Pradesh,Niwari,SUDDEN_DROP,11
Madhya Pradesh,Pandhurna,CRITICAL_GROUNDWATER,4
Madhya Pradesh,Pandhurna,DEPLETION_WARNING,3
Madhya Pradesh,Pandhurna,RECOVERY_SIGNAL,6
Madhya Pradesh,Pandhurna,SUDDEN_DROP,11
Madhya Pradesh,Panna,CRITICAL_GROUNDWATER,6
Madhya Pradesh,Panna,DEPLETION_WARNING,4
Madhya Pradesh,Panna,RECOVERY_SIGNAL,2
Madhya Pradesh,Panna,SUDDEN_DROP,12
Madhya Pradesh,Raisen,CRITICAL_GROUNDWATER,14
Madhya Pradesh,Raisen,DEPLETION_WARNING,3
Madhya Pradesh,Raisen,RECOVERY_SIGNAL,7
Madhya Pradesh,Raisen,SUDDEN_DROP,15
Madhya Pradesh,Rajgarh,CRITICAL_GROUNDWATER,11
Madhya Pradesh,Rajgarh,DEPLETION_WARNING,6
Madhya Pradesh,Rajgarh,RECOVERY_SIGNAL,3
Madhya Pradesh,Rajgarh,SUDDEN_DROP,14
Madhya Pradesh,Ratlam,CRITICAL_GROUNDWATER,2
Madhya Pradesh,Ratlam,RECOVERY_SIGNAL,17
Madhya Pradesh,Ratlam,SUDDEN_DROP,24
Madhya Pradesh,Rewa,CRITICAL_GROUNDWATER,15
Madhya Pradesh,Rewa,DEPLETION_WARNING,4
Madhya Pradesh,Rewa,RECOVERY_SIGNAL,16
Madhya Pradesh,Rewa,SUDDEN_DROP,22
Madhya Pradesh,Sagar,CRITICAL_GROUNDWATER,4
Madhya Pradesh,Sagar,DEPLETION_WARNING,1
Madhya Pradesh,Sagar,SUDDEN_DROP,4
Madhya Pradesh,Satna,CRITICAL_GROUNDWATER,5
Madhya Pradesh,Satna,DEPLETION_WARNING,1
Madhya Pradesh,Satna,RECOVERY_SIGNAL,3
Madhya Pradesh,Satna,SUDDEN_DROP,10
Madhya Pradesh,Sehore,CRITICAL_GROUNDWATER,12
Madhya Pradesh,Sehore,DEPLETION_WARNING,2
Madhya Pradesh,Sehore,RECOVERY_SIGNAL,5
Madhya Pradesh,Sehore,SUDDEN_DROP,11
Madhya Pradesh,Seoni,CRITICAL_GROUNDWATER,6
Madhya Pradesh,Seoni,DEPLETION_WARNING,1
Madhya Pradesh,Seoni,RECOVERY_SIGNAL,1
Madhya Pradesh,Seoni,SUDDEN_DROP,6
Madhya Pradesh,Shahdol,CRITICAL_GROUNDWATER,16
Madhya Pradesh,Shahdol,DEPLETION_WARNING,3
Madhya Pradesh,Shahdol,RECOVERY_SIGNAL,4
