station_id,STATE_UT,DISTRICT,GAVI,GAVI_forecast_1y,GAVI_forecast_3y,FUTURE_ALERT_1y,FUTURE_ALERT_3y
Jharkhand_22.0892_85.5944,Jharkhand,West Singhbhum,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_31.9_74.6667,Punjab,Amritsar,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Delhi_nan_77.0625,Delhi,North,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Delhi_nan_77.0736,Delhi,North,4.444444444444429,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Delhi_nan_77.1517,Delhi,North,35.48387096774193,27.822580645161253,12.499999999999979,STABLE,FUTURE_CRITICAL
Haryana_28.8667_77.0472,Haryana,Sonipat,23.913043478260853,8.695652173913015,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Haryana_28.0708_76.5792,Haryana,Rewari,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Haryana_28.1292_76.6042,Haryana,Rewari,26.785714285714292,14.583333333333325,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Kerala_9.4358_76.6116,Kerala,Pathanamthitta,11.764705882352933,12.815126050420156,14.915966386554603,FUTURE_CRITICAL,FUTURE_CRITICAL
Haryana_28.0083_77.3417,Haryana,Palwal,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Kerala_9.4538_76.6484,Kerala,Pathanamthitta,26.666666666666682,24.00000000000001,18.666666666666675,FUTURE_CRITICAL,FUTURE_CRITICAL
Haryana_28.2967_76.6903,Haryana,Gurugram,14.465408805031432,0.6289308176100294,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Haryana_28.4361_76.3167,Haryana,Jhajjar,18.07228915662651,2.409638554216864,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Haryana_28.8_76.5833,Haryana,Rohtak,26.66666666666667,15.555555555555555,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Haryana_28.9319_77.1639,Haryana,Sonipat,15.04424778761061,11.799410029498514,5.309734513274322,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_31.8458_74.7583,Punjab,Amritsar,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_23.1528_79.9275,Madhya Pradesh,Jabalpur,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
