station_id,STATE_UT,DISTRICT,GAVI,GAVI_forecast_1y,GAVI_forecast_3y,FUTURE_ALERT_1y,FUTURE_ALERT_3y
Madhya Pradesh_23.1547_79.9039,Madhya Pradesh,Jabalpur,35.71428571428572,22.857142857142875,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_23.1553_79.9486,Madhya Pradesh,Jabalpur,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_23.1714_79.9306,Madhya Pradesh,Jabalpur,13.33333333333332,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_23.1583_79.8922,Madhya Pradesh,Jabalpur,14.285714285714302,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_23.1586_79.9486,Madhya Pradesh,Jabalpur,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_31.2958_75.2,Punjab,Kapurthala,20.000000000000018,9.285714285714342,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_23.1806_79.9417,Madhya Pradesh,Jabalpur,41.666666666666664,31.666666666666654,11.66666666666668,EARLY_DEPLETION_WARNING,FUTURE_CRITICAL
Madhya Pradesh_23.1875_79.9217,Madhya Pradesh,Jabalpur,10.000000000000009,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_23.1903_79.9853,Madhya Pradesh,Jabalpur,50.0,39.99999999999999,19.999999999999996,EARLY_DEPLETION_WARNING,FUTURE_CRITICAL
Madhya Pradesh_23.2031_79.9875,Madhya Pradesh,Jabalpur,7.692307692307699,3.846153846153866,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Kerala_12.2931_75.135,Kerala,Kasaragod,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Telangana_17.9769_78.4386,Telangana,Medak,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Telangana_18.7995_79.0102,Telangana,Jagitial,28.57142857142859,24.2857142857143,15.714285714285758,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_30.3528_76.3083,Punjab,Patiala,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Haryana_30.0006_76.7536,Haryana,Kurukshetra,11.538461538461696,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Rajasthan_27.225_77.0917,Rajasthan,Bharatpur,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Rajasthan_26.8528_75.7667,Rajasthan,Jaipur,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Rajasthan_26.7361_75.325,Rajasthan,Dudu,26.923076923076938,14.743589743589759,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Delhi_28.6281_77.3181,Delhi,East,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Delhi_28.6392_77.1622,Delhi,West,16.822429906542034,2.9595015576323602,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Delhi_28.6722_77.2306,Delhi,Central,41.176470588235304,30.58823529411765,9.411764705882364,EARLY_DEPLETION_WARNING,FUTURE_CRITICAL
Rajasthan_28.3292_73.4875,Rajasthan,Bikaner,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Assam_26.3667_90.5667,Assam,Bongaigaon,25.92592592592593,19.57671957671957,6.8783068783068835,FUTURE_CRITICAL,FUTURE_CRITICAL
Rajasthan_26.0917_74.5125,Rajasthan,Beawar,23.59550561797752,14.04494382022471,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Goa_15.5878_74.1912,Goa,North Goa,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Rajasthan_25.8333_74.2833,Rajasthan,Bhilwara,32.710280373831765,21.495327102803728,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Haryana_28.15_77.325,Haryana,Palwal,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Rajasthan_25.6033_71.2833,Rajasthan,Barmer,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Haryana_28.7033_75.9033,Haryana,Bhiwani,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Assam_26.2384_90.3751,Assam,Dhubri,5.882352941176549,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Haryana_28.8083_76.2444,Haryana,Bhiwani,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
West Bengal_22.3021_88.1058,West Bengal,South 24 Parganas,9.090909090909083,10.909090909090901,14.545454545454517,FUTURE_CRITICAL,FUTURE_CRITICAL
Rajasthan_25.1583_71.45,Rajasthan,Barmer,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Haryana_29.3819_77.0911,Haryana,Panipat,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Rajasthan_24.7_73.75,Rajasthan,Udaipur,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Haryana_29.5_76.7347,Haryana,Karnal,15.094339622641517,0.9433962264151052,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Uttarakhand_30.0531_77.9386,Uttarakhand,Haridwar,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Rajasthan_23.6922_73.7244,Rajasthan,Dungarpur,26.5625,23.4375,17.18749999999999,FUTURE_CRITICAL,FUTURE_CRITICAL
Rajasthan_23.5333_74.45,Rajasthan,Banswara,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Jammu and Kashmir_32.5762_75.1031,Jammu and Kashmir,Samba,13.333333333333341,8.571428571428596,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_32.2667_75.625,Punjab,Pathankot,14.285714285714269,14.540816326530603,15.05102040816324,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_32.2625_75.5917,Punjab,Pathankot,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_31.9514_75.715,Punjab,Hoshiarpur,1.8181818181818077,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_32.0208_75.6875,Punjab,Hoshiarpur,13.953488372093048,1.6611295681063454,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Jammu and Kashmir_32.8027_74.7776,Jammu and Kashmir,Jammu,6.034482758620685,4.2025862068965525,0.5387931034482762,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_31.35_74.7,Punjab,Tarn Taran,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Jammu and Kashmir_33.1732_74.2069,Jammu and Kashmir,Rajouri,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Assam_26.1167_92.1667,Assam,Marigaon,9.090909090909062,9.090909090909062,9.090909090909062,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_30.9042_76.2889,Punjab,Ludhiana,33.33333333333353,27.08333333333358,14.583333333333693,STABLE,FUTURE_CRITICAL
Punjab_30.8117_76.5383,Punjab,Rupnagar,18.604651162790642,20.930232558139515,25.581395348837255,FUTURE_CRITICAL,STABLE
Punjab_30.6917_74.9806,Punjab,Moga,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_30.6464_74.6394,Punjab,Faridkot,5.882352941176472,6.8627450980392135,8.82352941176473,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_30.5597_76.6597,Punjab,S.A.S Nagar,51.85185185185184,42.22222222222223,22.96296296296293,STABLE,FUTURE_CRITICAL
Punjab_30.4153_76.1744,Punjab,Patiala,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_30.2908_74.8136,Punjab,Bathinda,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_30.1128_74.0778,Punjab,Fazilka,41.66666666666667,34.52380952380953,20.238095238095234,STABLE,FUTURE_CRITICAL
Punjab_30.1236_75.4403,Punjab,Mansa,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Jharkhand_24.2006_84.8756,Jharkhand,Chatra,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Andhra Pradesh_16.0209_80.9115,Andhra Pradesh,Krishna,10.71428571428571,12.857142857142833,17.142857142857125,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_29.8_75.2833,Punjab,Mansa,39.99999999999998,33.333333333333336,19.999999999999986,STABLE,FUTURE_CRITICAL
Punjab_29.9083_75.4611,Punjab,Mansa,7.407407407407385,4.012345679012319,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Nagaland_nan_93.7375,Nagaland,Dimapur,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Nagaland_nan_93.7292,Nagaland,Dimapur,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Meghalaya_nan_90.25,Meghalaya,West Garo Hills,37.50000000000002,32.500000000000014,22.500000000000064,STABLE,FUTURE_CRITICAL
Meghalaya_nan_90.05,Meghalaya,West Garo Hills,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Nagaland_nan_93.6006,Nagaland,Dimapur,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Nagaland_nan_93.7167,Nagaland,Dimapur,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Andhra Pradesh_17.8029_83.3542,Andhra Pradesh,Visakhapatnam,29.24528301886794,23.180592991913763,11.051212938005417,FUTURE_CRITICAL,FUTURE_CRITICAL
Jharkhand_24.3833_87.1833,Jharkhand,Dumka,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Telangana_18.6394_79.9513,Telangana,Jayashankar Bhupalapally,18.6046511627907,6.976744186046513,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_26.6428_78.8794,Madhya Pradesh,Bhind,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_26.3553_78.6342,Madhya Pradesh,Bhind,17.647058823529427,4.705882352941182,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_26.4306_77.8767,Madhya Pradesh,Morena,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_26.6147_78.1447,Madhya Pradesh,Morena,5.61797752808989,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_26.7472_78.2375,Madhya Pradesh,Morena,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_26.2381_78.7811,Madhya Pradesh,Datia,38.46153846153846,28.46153846153845,8.461538461538453,EARLY_DEPLETION_WARNING,FUTURE_CRITICAL
Madhya Pradesh_25.9961_78.8792,Madhya Pradesh,Bhind,28.57142857142856,16.19047619047619,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_26.1186_78.0658,Madhya Pradesh,Gwalior,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_26.1736_78.5428,Madhya Pradesh,Gwalior,11.290322580645151,11.46953405017921,11.827956989247312,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_25.7783_78.5006,Madhya Pradesh,Datia,28.301886792452823,21.509433962264158,7.924528301886791,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_25.0717_78.8731,Madhya Pradesh,Tikamgarh,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_25.0775_79.3333,Madhya Pradesh,Tikamgarh,23.33333333333334,21.66666666666668,18.333333333333357,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_25.1253_79.0944,Madhya Pradesh,Tikamgarh,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_25.1861_80.2872,Madhya Pradesh,Chhatarpur,49.99999999999998,39.99999999999997,19.999999999999986,EARLY_DEPLETION_WARNING,FUTURE_CRITICAL
Madhya Pradesh_24.8619_79.3847,Madhya Pradesh,Chhatarpur,34.042553191489354,20.851063829787243,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Andhra Pradesh_15.9354_80.4451,Andhra Pradesh,Bapatla,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.9964_79.6514,Madhya Pradesh,Chhatarpur,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.9731_81.3911,Madhya Pradesh,Rewa,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.7867_81.775,Madhya Pradesh,Mauganj,24.99999999999999,19.246031746031733,7.738095238095211,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.7769_82.0833,Madhya Pradesh,Mauganj,7.272727272727275,5.4545454545454675,1.8181818181818077,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.675_81.8889,Madhya Pradesh,Mauganj,29.999999999999982,25.71428571428568,17.142857142857114,STABLE,FUTURE_CRITICAL
Madhya Pradesh_24.71_82.1092,Madhya Pradesh,Mauganj,18.51851851851849,19.135802469135776,20.37037037037034,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.7414_82.0456,Madhya Pradesh,Mauganj,1.754385964912275,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.5219_81.3897,Madhya Pradesh,Rewa,10.256410256410264,11.965811965811968,15.384615384615374,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.5719_79.0219,Madhya Pradesh,Tikamgarh,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.2486_79.2872,Madhya Pradesh,Chhatarpur,2.2471910112359494,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.275_81.9019,Madhya Pradesh,Sidhi,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.1994_79.3261,Madhya Pradesh,Chhatarpur,19.99999999999993,23.999999999999964,31.999999999999908,FUTURE_CRITICAL,STABLE
Madhya Pradesh_24.0011_82.1058,Madhya Pradesh,Singrauli,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_23.9867_81.7086,Madhya Pradesh,Sidhi,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_23.9456_82.485,Madhya Pradesh,Singrauli,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.0417_82.2056,Madhya Pradesh,Singrauli,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.0469_81.9467,Madhya Pradesh,Sidhi,36.065573770491824,25.409836065573778,4.098360655737732,EARLY_DEPLETION_WARNING,FUTURE_CRITICAL
Madhya Pradesh_24.045_81.9222,Madhya Pradesh,Sidhi,13.333333333333341,6.111111111111123,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.1014_81.8192,Madhya Pradesh,Sidhi,34.693877551020414,23.809523809523824,2.0408163265306034,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_23.8283_79.4361,Madhya Pradesh,Damoh,11.111111111111116,4.444444444444451,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_23.8228_79.4367,Madhya Pradesh,Damoh,8.333333333333337,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_24.0111_82.4717,Madhya Pradesh,Singrauli,39.13043478260872,26.956521739130444,2.6086956521739313,EARLY_DEPLETION_WARNING,FUTURE_CRITICAL
Madhya Pradesh_23.6783_81.3967,Madhya Pradesh,Shahdol,15.306122448979597,18.48072562358277,24.829931972789122,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_23.1958_81.9786,Madhya Pradesh,Anuppur,45.16129032258064,38.3064516129032,24.596774193548367,STABLE,FUTURE_CRITICAL
Madhya Pradesh_23.2306_77.4067,Madhya Pradesh,Bhopal,22.2222222222222,6.666666666666621,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Andhra Pradesh_18.3401_84.1221,Andhra Pradesh,Srikakulam,22.22222222222222,22.22222222222222,22.22222222222222,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_23.1442_79.8028,Madhya Pradesh,Jabalpur,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_22.8433_75.5394,Madhya Pradesh,Indore,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_22.2914_77.0031,Madhya Pradesh,Harda,39.99999999999999,27.999999999999993,3.9999999999999925,EARLY_DEPLETION_WARNING,FUTURE_CRITICAL
Madhya Pradesh_22.2547_77.23,Madhya Pradesh,Harda,21.428571428571473,5.714285714285716,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_22.5139_75.9183,Madhya Pradesh,Indore,26.415094339622648,11.69811320754719,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_22.1239_75.6083,Madhya Pradesh,Khargone (West Nimar),0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_22.1625_76.8594,Madhya Pradesh,Harda,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_22.2186_76.9469,Madhya Pradesh,Harda,3.44827586206895,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Telangana_nan_81.1202,Telangana,Bhadradri Kothagudem,17.24137931034483,18.10344827586208,19.82758620689655,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_21.9364_75.1361,Madhya Pradesh,Barwani,42.85714285714285,36.05442176870748,22.448979591836725,STABLE,FUTURE_CRITICAL
Madhya Pradesh_21.9656_80.125,Madhya Pradesh,Balaghat,14.285714285714302,11.11111111111114,4.761904761904767,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_22.1236_75.6083,Madhya Pradesh,Khargone (West Nimar),4.166666666666674,0.694444444444442,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_21.8714_75.1847,Madhya Pradesh,Barwani,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_21.9297_76.4475,Madhya Pradesh,Khandwa (East Nimar),49.999999999999986,39.99999999999999,19.99999999999997,STABLE,FUTURE_CRITICAL
Madhya Pradesh_21.9017_76.1794,Madhya Pradesh,Khandwa (East Nimar),25.0,20.625000000000004,11.875000000000002,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_21.7806_80.81,Madhya Pradesh,Balaghat,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_21.7708_79.8033,Madhya Pradesh,Balaghat,0.0,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_21.7944_76.4275,Madhya Pradesh,Khandwa (East Nimar),12.82051282051282,0.0,0.0,FUTURE_CRITICAL,FUTURE_CRITICAL
