STATE_UT,DISTRICT,total_stations,total_records,critical_alerts,depletion_alerts,avg_gavi,stressed_ratio
Gujarat,Dahod,22,197,12,12,56.28533202679916,100.0
Gujarat,Dangs,23,222,18,13,54.94110418426196,100.0
Gujarat,Devbhumi Dwarka,26,239,39,19,52.73547938882333,100.0
Gujarat,Gandhinagar,4,33,8,5,40.26228729204781,100.0
Gujarat,Gir Somnath,19,165,11,2,58.5540937289332,100.0
Gujarat,Jamnagar,23,212,23,16,56.82787887963568,100.0
Gujarat,Junagadh,17,156,10,11,58.098587415606666,100.0
Gujarat,Kachchh,22,189,32,10,49.44435974568095,100.0
Gujarat,Amreli,21,187,26,13,52.61126045495966,100.0
Gujarat,Anand,12,107,16,3,51.9814851890391,100.0
Gujarat,Arvalli,13,113,9,12,52.71520360959789,100.0
Gujarat,Banas Kantha,15,129,19,11,51.527631395007354,100.0
Gujarat,Bharuch,22,212,15,9,56.39196260278761,100.0
Gujarat,Bhavnagar,15,134,10,8,58.572586104217095,100.0
Gujarat,Botad,9,81,20,5,47.17899412024271,100.0
Gujarat,Chhotaudepur,22,191,25,21,46.886602742512416,100.0
Himachal Pradesh,Kullu,3,22,3,0,57.07188160676533,100.0
Himachal Pradesh,Mandi,8,71,6,2,59.29704489563644,100.0
Himachal Pradesh,Sirmaur,12,105,8,2,64.31364922080895,100.0
Himachal Pradesh,Solan,10,82,22,5,46.33821208980449,100.0
Himachal Pradesh,Una,31,271,31,23,50.53068131300697,100.0
Jammu and Kashmir,Jammu,31,301,56,21,46.717352655032265,100.0
Jammu and Kashmir,Kathua,15,139,25,11,45.420386198418946,100.0
Jammu and Kashmir,Rajouri,13,117,15,3,52.08313300722889,100.0
Haryana,Panipat,7,52,8,6,47.41005729068351,100.0
Haryana,Rewari,4,30,4,3,51.60627284392255,100.0
Haryana,Rohtak,7,62,12,9,44.93354885057471,100.0
Haryana,Sirsa,21,170,39,12,45.668268355235845,100.0
Haryana,Sonipat,16,121,21,4,50.161232864127506,100.0
Haryana,Yamunanagar,10,75,5,8,50.39005910877374,100.0
Himachal Pradesh,Hamirpur,4,36,5,1,55.085116172072695,100.0
Himachal Pradesh,Kangra,15,125,18,15,48.69531645379547,100.0
Haryana,Jind,11,87,19,4,45.742344499006784,100.0
Haryana,Kaithal,8,62,3,3,56.559245696028114,100.0
Haryana,Karnal,11,71,8,0,53.24503989867169,100.0
Haryana,Kurukshetra,3,22,2,4,41.72421328671331,100.0
Haryana,Mahendragarh,1,9,0,0,60.68376068376069,100.0
Haryana,Nuh,6,45,9,4,49.540792639176125,100.0
Haryana,Palwal,8,59,3,1,58.98776534569055,100.0
Haryana,Panchkula,13,93,13,6,49.888621832394065,100.0
Haryana,Ambala,11,86,14,7,49.00054412868466,100.0
Haryana,Bhiwani,23,192,30,13,49.4352014253073,100.0
Haryana,Charki Dadri,1,6,1,1,40.74074074074075,100.0
Haryana,Faridabad,2,15,3,1,45.4281949934124,100.0
Haryana,Fatehabad,5,41,2,2,56.48843677270928,100.0
Haryana,Gurugram,2,16,3,1,42.66324454310026,100.0
Haryana,Hisar,12,107,21,10,48.42011839285186,100.0
Haryana,Jhajjar,12,96,12,10,51.4920537180926,100.0
Jharkhand,West Singhbhum,5,42,5,2,51.67371637048187,100.0
Karnataka,Bagalkote,11,97,10,2,54.44282586960754,100.0
Karnataka,Ballari,14,103,7,4,58.07204208385895,100.0
Karnataka,Belagavi,34,336,30,12,57.47868909886684,100.0
Karnataka,Bengaluru Rural,9,79,9,3,53.7793938796318,100.0
Karnataka,Bengaluru Urban,21,176,9,6,57.55166717946138,100.0
Karnataka,Bidar,19,132,17,5,55.60451784005785,100.0
Karnataka,Chamarajanagara,17,156,12,5,59.790550258054296,100.0
Jharkhand,Lohardaga,10,86,5,3,57.16476573698117,100.0
Jharkhand,Pakur,8,60,10,3,51.56678038206794,100.0
Jharkhand,Palamu,5,40,2,5,55.36953947833463,100.0
Jharkhand,Ramgarh,10,79,19,6,41.210174934742454,100.0
Jharkhand,Ranchi,1,7,1,1,50.649350649350644,100.0
Jharkhand,Sahebganj,7,58,7,4,50.99797884309077,100.0
Jharkhand,Saraikela Kharsawan,5,43,5,2,49.854011560767056,100.0
Jharkhand,Simdega,9,79,3,7,53.74804261546433,100.0
Jharkhand,East Singhbum,5,42,6,4,49.21946739242745,100.0
Jharkhand,Giridih,9,74,3,4,56.15967206524482,100.0
Jharkhand,Godda,7,54,1,0,66.00702380931139,100.0
Jharkhand,Gumla,3,28,3,6,41.35764533085962,100.0
Jharkhand,Hazaribagh,7,57,14,5,44.152930177919124,100.0
Jharkhand,Jamtara,9,62,9,7,43.33614377576729,100.0
Jharkhand,Koderma,6,52,6,3,48.86616346962107,100.0
Jharkhand,Latehar,6,53,3,3,52.019003174504896,100.0
Jammu and Kashmir,Reasi,7,67,3,6,57.83148506093881,100.0
Jammu and Kashmir,Samba,21,189,20,15,52.16228133769635,100.0
Jammu and Kashmir,Udhampur,7,64,9,4,52.540756894601344,100.0
Jharkhand,Bokaro,5,41,2,2,58.18027512759503,100.0
Jharkhand,Chatra,3,25,6,2,44.283752860411894,100.0
Jharkhand,Deoghar,2,17,1,2,54.23669467787115,100.0
Jharkhand,Dhanbad,10,78,2,9,58.75185353202461,100.0
Jharkhand,Dumka,12,97,8,12,50.58804839199654,100.0
Kerala,Alappuzha,35,316,66,20,54.94780994423344,100.0
Kerala,Ernakulam,44,359,54,16,52.953599088864465,100.0
Kerala,Idukki,42,409,93,26,51.62754331642212,100.0
Kerala,Kannur,38,377,57,37,50.96411976676191,100.0
Kerala,Kasaragod,101,997,194,51,52.6183143148702,100.0
Kerala,Kollam,48,455,79,38,49.7437260157611,100.0
Kerala,Kottayam,42,391,68,31,51.51190662662219,100.0
Kerala,Kozhikode,51,483,123,16,51.21826529515626,100.0
Karnataka,Ramanagara,27,219,15,13,57.44199000433561,100.0
Karnataka,Shivamogga,43,385,28,15,58.7967157232179,100.0
Karnataka,Tumakuru,25,216,15,5,57.49753960177482,100.0
Karnataka,Udupi,35,337,28,29,54.02430597344428,100.0
Karnataka,Uttara Kannada,21,201,15,10,52.43591198036002,100.0
Karnataka,Vijayanagar,24,196,26,9,52.06254069277756,100.0
Karnataka,Vijayapura,26,249,33,17,51.95268426250275,100.0
Karnataka,Yadgir,20,183,12,7,56.761588956850915,100.0
Karnataka,Haveri,18,202,16,8,57.22185260319823,100.0
Karnataka,Kalaburagi,33,322,31,9,55.88509905548636,100.0
Karnataka,Kodagu,67,650,86,35,54.38101021588188,100.0
Karnataka,Kolar,25,224,10,8,59.346081304424764,100.0
Karnataka,Koppal,22,173,14,6,58.216923951199625,100.0
Karnataka,Mandya,33,286,12,20,57.58297370980243,100.0
Karnataka,Mysuru,33,320,25,12,58.105984285747034,100.0
Karnataka,Raichur,28,266,30,6,55.85299713477353,100.0
Karnataka,Chikkaballapura,10,97,3,2,60.837042411490806,100.0
Karnataka,Chikkamagaluru,36,304,33,23,56.276022879144435,100.0
Karnataka,Chitradurga,26,209,21,13,55.404665423271666,100.0
Karnataka,Dakshina Kannada,76,737,93,66,50.57573555344569,100.0
Karnataka,Davangere,42,402,35,20,53.66244111289807,100.0
Karnataka,Dharwad,20,187,21,22,54.86712448476628,100.0
Karnataka,Gadag,14,129,20,4,54.233454400441566,100.0
Karnataka,Hassan,43,359,47,22,52.53479017221937,100.0
Madhya Pradesh,Gwalior,21,194,42,15,48.30688139306289,100.0
Madhya Pradesh,Harda,13,126,7,6,58.430936934680425,100.0
Madhya Pradesh,Indore,35,313,33,23,54.33852677898478,100.0
Madhya Pradesh,Jabalpur,32,284,41,20,53.052278401327484,100.0
Madhya Pradesh,Jhabua,11,106,19,9,46.82839760372034,100.0
Madhya Pradesh,Katni,18,170,16,16,54.22799740513361,100.0
Madhya Pradesh,Khandwa (East Nimar),19,180,18,10,57.18321915272662,100.0
Madhya Pradesh,Khargone (West Nimar),15,144,8,13,51.81228152812423,100.0
Madhya Pradesh,Chhatarpur,24,239,40,18,49.97727614671348,100.0
Madhya Pradesh,Chhindwara,14,133,27,9,48.686545105309406,100.0
Madhya Pradesh,Damoh,18,174,14,11,58.838927688196655,100.0
Madhya Pradesh,Datia,12,110,16,10,49.5048297518955,100.0
Madhya Pradesh,Dewas,22,218,18,10,57.245530484160824,100.0
Madhya Pradesh,Dhar,15,145,23,15,49.45331024180305,100.0
Madhya Pradesh,Dindori,13,144,23,4,52.216810250865976,100.0
Madhya Pradesh,Guna,23,218,29,14,49.87645213750808,100.0
Madhya Pradesh,Anuppur,19,191,24,11,52.352971883908246,100.0
Madhya Pradesh,Ashoknagar,20,187,34,16,45.51659695876787,100.0
Madhya Pradesh,Balaghat,23,239,20,16,53.57070665051135,100.0
Madhya Pradesh,Barwani,7,70,1,3,61.00545568481893,100.0
Madhya Pradesh,Betul,18,165,20,11,51.8319760895643,100.0
Madhya Pradesh,Bhind,18,171,31,16,51.17115807456708,100.0
Madhya Pradesh,Bhopal,26,251,23,15,53.11619456307177,100.0
Madhya Pradesh,Burhanpur,17,139,27,5,47.648255147708866,100.0
Kerala,Malappuram,38,382,74,34,50.92269777810862,100.0
Kerala,Palakkad,45,449,47,35,52.84890780866238,100.0
Kerala,Pathanamthitta,58,496,105,34,44.90263513822773,100.0
Kerala,Thiruvananthapuram,46,429,49,44,54.36025899424818,100.0
Kerala,Thrissur,30,283,71,12,52.509108800363656,100.0
Kerala,Wayanad,78,747,163,40,53.992099063676044,100.0
Madhya Pradesh,Agar-Malwa,15,153,12,17,53.57838636570782,100.0
Madhya Pradesh,Alirajpur,13,122,14,9,51.70251741230304,100.0
Madhya Pradesh,Singrauli,20,211,5,14,56.42800548455574,100.0
Madhya Pradesh,Tikamgarh,16,155,18,8,53.96252828354517,100.0
Madhya Pradesh,Ujjain,31,300,35,18,51.45768998067464,100.0
Madhya Pradesh,Umaria,14,130,14,11,50.637983214948676,100.0
Madhya Pradesh,Vidisha,20,182,18,9,53.06321741119526,100.0
Maharashtra,Ahmednagar,30,266,26,7,57.45240243014506,100.0
Maharashtra,Akola,25,232,46,20,49.69383872825125,100.0
Maharashtra,Amravati,26,247,30,24,54.12045514527619,100.0
Madhya Pradesh,Satna,29,273,51,6,50.19804093661051,100.0
Madhya Pradesh,Sehore,23,220,18,18,54.04157277731857,100.0
Madhya Pradesh,Seoni,20,199,27,15,52.098921545905874,100.0
Madhya Pradesh,Shahdol,27,255,38,14,53.135005072994716,100.0
Madhya Pradesh,Shajapur,16,172,22,7,51.00606030499758,100.0
Madhya Pradesh,Sheopur,18,172,31,14,47.98931929713988,100.0
Madhya Pradesh,Shivpuri,18,171,17,11,53.6907065648923,100.0
Madhya Pradesh,Sidhi,31,314,24,18,55.30446695082485,100.0
Madhya Pradesh,Niwari,8,76,6,3,58.80061633547846,100.0
Madhya Pradesh,Pandhurna,12,126,13,3,58.81125334521662,100.0
Madhya Pradesh,Panna,27,260,33,16,51.50185391469284,100.0
Madhya Pradesh,Raisen,24,221,29,14,52.45669270572847,100.0
Madhya Pradesh,Rajgarh,23,214,29,17,51.19507421491848,100.0
Madhya Pradesh,Ratlam,36,336,35,18,54.8657828847469,100.0
Madhya Pradesh,Rewa,20,202,24,6,55.70796295547752,100.0
Madhya Pradesh,Sagar,17,160,22,14,51.036010787208404,100.0
Madhya Pradesh,Maihar,20,209,26,14,52.067553549885666,100.0
Madhya Pradesh,Mandla,17,166,14,6,61.02280401317503,100.0
Madhya Pradesh,Mandsaur,34,330,36,27,50.737641865863814,100.0
Madhya Pradesh,Mauganj,9,88,16,6,45.26542033797657,100.0
Madhya Pradesh,Morena,8,72,19,5,41.65955246597141,100.0
Madhya Pradesh,Narmadapuram,16,147,11,11,56.34781194551293,100.0
Madhya Pradesh,Narsimhapur,18,160,17,7,54.722627873405806,100.0
Madhya Pradesh,Neemuch,34,320,31,14,51.247192011540186,100.0
Maharashtra,Mumbai,6,48,4,1,58.042067373554715,100.0
Maharashtra,Mumbai Suburban,17,121,17,7,51.25576410665692,100.0
Maharashtra,Nagpur,35,309,43,24,51.436093506071124,100.0
Maharashtra,Nanded,28,253,22,15,58.895130901611445,100.0
Maharashtra,Nandurbar,24,215,28,14,50.59606581733773,100.0
Maharashtra,Nashik,25,225,16,13,58.02330730260967,100.0
Maharashtra,Palghar,24,219,20,11,54.40196146844273,100.0
Maharashtra,Parbhani,37,354,27,20,56.67956516340884,100.0
Maharashtra,Dhule,37,343,33,20,52.41264284653682,100.0
Maharashtra,Gadchiroli,29,268,27,30,51.012013913662635,100.0
Maharashtra,Gondia,22,195,22,13,54.953425631354044,100.0
Maharashtra,Hingoli,31,292,32,19,53.533054264575235,100.0
Maharashtra,Jalgaon,10,88,8,3,56.68543861247793,100.0
Maharashtra,Jalna,47,422,41,21,56.498183034357865,100.0
Maharashtra,Kolhapur,19,180,32,15,48.818525764876924,100.0
Maharashtra,Latur,33,307,15,12,58.64606514774735,100.0
Maharashtra,Chhatrapati Sambhajinagar Paithan,4,44,9,2,54.70990150365623,100.0
Maharashtra,Chhatrapati Sambhajinagar Sillod,4,42,2,3,57.35710376104465,100.0
Maharashtra,Chhatrapati Sambhajinagar Soegaon,3,33,9,2,44.960761460761454,100.0
Maharashtra,Chhatrapati Sambhajinagar Vaijapur,4,67,31,1,33.38073620452051,100.0
Maharashtra,Dharashiv,35,467,152,23,40.85276759039874,100.0
Maharashtra,DharashivKalamb,5,14,0,0,56.543175072158824,100.0
Maharashtra,DharashivOmerga,5,5,0,0,45.56703184285071,100.0
Maharashtra,DharashivOsmanabad,1,1,0,0,19.767441860465105,100.0
Maharashtra,Beed,34,299,21,12,57.44873474582852,100.0
Maharashtra,Bhandara,32,302,27,18,55.83364030430067,100.0
Maharashtra,Buldhana,27,256,29,17,53.49176491681867,100.0
Maharashtra,Chandrapur,31,287,24,25,55.27007664132424,100.0
Maharashtra,Chhatrapati Sambhajinagar Aurangabad,6,55,1,3,63.15389967175681,100.0
Maharashtra,Chhatrapati Sambhajinagar Gangapur,2,20,5,1,57.91511579818031,100.0
Maharashtra,Chhatrapati Sambhajinagar Kanand,5,44,0,4,58.04451345755694,100.0
Maharashtra,Chhatrapati Sambhajinagar Khultabad,3,26,7,2,52.20167259588507,100.0
Odisha,Boudh,47,431,54,29,49.85429392035063,100.0
Odisha,Cuttack,45,417,35,17,56.24337491366929,100.0
Odisha,Deogarh,10,91,19,8,46.31533577826982,100.0
Odisha,Dhenkanal,29,277,28,21,50.13325937713867,100.0
Odisha,Gajapati,29,276,35,16,51.59597560740391,100.0
Odisha,Ganjam,30,275,23,21,51.92196884115458,100.0
Odisha,Jagatsinghapur,12,102,12,6,50.853525163191044,100.0
Odisha,Jajapur,18,153,11,10,55.674369203708814,100.0
Meghalaya,West Garo Hills,2,12,0,2,50.0,100.0
Meghalaya,West Jaintia Hills,2,15,1,2,51.11111111111111,100.0
Nagaland,Dimapur,13,97,11,7,53.444359662851525,100.0
Odisha,Anugul,28,232,21,24,51.496402381591885,100.0
Odisha,Balangir,34,307,46,24,49.886074870662846,100.0
Odisha,Baleshwar,4,27,4,0,44.532627865961196,100.0
Odisha,Bargarh,37,339,26,31,52.47502030273993,100.0
Odisha,Bhadrak,10,80,4,7,58.10821116847993,100.0
Maharashtra,Wardha,32,303,41,21,55.234232376992615,100.0
Maharashtra,Washim,36,331,35,22,54.77253475345723,100.0
Maharashtra,Yavatmal,35,324,26,15,58.21186271299227,100.0
Meghalaya,East Garo Hills,10,90,11,5,49.87018597544913,100.0
Meghalaya,East Khasi Hills,7,59,2,2,60.30604284274053,100.0
Meghalaya,Eastern West Khasi Hills,1,6,0,0,58.33333333333334,100.0
Meghalaya,North Garo Hills,6,54,4,2,51.13387972586846,100.0
Meghalaya,Ri Bhoi,5,31,4,4,38.40124504810414,100.0
Maharashtra,Pune,19,170,24,13,52.36282927349632,100.0
Maharashtra,Raigad,16,150,18,15,50.26321373903717,100.0
Maharashtra,Ratnagiri,33,305,27,15,52.627778657997766,100.0
Maharashtra,Sangli,29,271,17,14,61.222529287875716,100.0
Maharashtra,Satara,21,199,14,18,52.75067364097383,100.0
Maharashtra,Sindhudurg,45,438,68,34,48.70543589189569,100.0
Maharashtra,Solapur,25,233,19,11,56.08027794260252,100.0
Maharashtra,Thane,21,190,20,12,52.50690079250148,100.0
Punjab,Fazilka,11,95,7,7,54.26815399093076,100.0
Punjab,Ferozepur,7,63,12,3,47.017592394279035,100.0
Punjab,Gurdaspur,7,65,10,4,53.983571732440524,100.0
Punjab,Hoshiarpur,12,110,25,9,42.16387190270059,100.0
Punjab,Jalandhar,8,75,16,6,43.82965145432063,100.0
Punjab,Kapurthala,5,53,7,6,47.219568595472666,100.0
Punjab,Ludhiana,8,75,15,9,43.76472328061661,100.0
Punjab,Malerkotla,2,14,2,1,45.608067788518916,100.0
Odisha,Sundargarh,47,463,61,31,53.789859609075236,100.0
Puducherry,Karaikal,3,27,2,1,51.2665560051181,100.0
Puducherry,Pondicherry,5,46,10,1,48.25153468680073,100.0
Punjab,Amritsar,7,62,13,6,46.20945614890986,100.0
Punjab,Barnala,3,30,6,0,45.79147869674185,100.0
Punjab,Bathinda,13,112,15,9,49.14761886762818,100.0
Punjab,Faridkot,18,151,21,7,49.76208590493,100.0
Punjab,Fatehgarh Sahib,9,80,8,10,50.915560362517596,100.0
Odisha,Mayurbhanj,18,166,22,11,51.21391999093998,100.0
Odisha,Nabarangpur,8,73,17,3,42.62848033788368,100.0
Odisha,Nayagarh,28,254,25,14,52.40559049303134,100.0
Odisha,Nuapada,23,202,19,20,48.76914393760345,100.0
Odisha,Puri,24,223,34,9,52.0042770538196,100.0
Odisha,Rayagada,8,56,11,2,49.5059881307334,100.0
Odisha,Sambalpur,36,349,34,28,52.64264404916756,100.0
Odisha,Sonepur,38,353,30,29,50.65263224223248,100.0
Odisha,Jharsuguda,15,136,12,7,52.62743253083623,100.0
Odisha,Kalahandi,16,153,18,16,47.034224515460025,100.0
Odisha,Kandhamal,4,31,6,1,45.1253210569849,100.0
Odisha,Kendrapara,13,123,9,5,52.49433312847947,100.0
Odisha,Kendujhar,20,184,22,9,53.29288672020003,100.0
Odisha,Khordha,49,452,86,48,47.310261771485,100.0
Odisha,Koraput,33,309,95,20,40.515805338920636,100.0
Odisha,Malkangiri,17,157,28,17,44.167966358085366,100.0
Rajasthan,Bikaner,28,268,37,18,55.06782456321615,100.0
Rajasthan,Bundi,11,106,5,4,53.542610134605695,100.0
Rajasthan,Chittorgarh,13,117,17,5,51.60587797209339,100.0
Rajasthan,Churu,20,180,13,10,58.64402582673423,100.0
Rajasthan,Dausa,13,103,15,7,45.93033707355359,100.0
Rajasthan,Deeg,9,82,6,6,59.2556886199085,100.0
Rajasthan,Dholpur,13,114,18,15,46.36308246834956,100.0
Rajasthan,Didwana-Kuchaman,9,88,7,6,54.10763431647485,100.0
Rajasthan,Anupgarh,8,72,6,2,59.27455109905317,100.0
Rajasthan,Balotra,7,56,2,5,56.334626075409474,100.0
Rajasthan,Banswara,22,194,25,19,43.25836515133626,100.0
Rajasthan,Baran,16,149,20,6,53.428330231513435,100.0
Rajasthan,Barmer,25,242,43,12,51.26022324293129,100.0
Rajasthan,Beawar,15,139,7,9,53.09543163313668,100.0
Rajasthan,Bharatpur,15,125,11,10,51.98615681081032,100.0
Rajasthan,Bhilwara,15,144,16,9,54.6742730931236,100.0
Punjab,SangrurSunam,1,1,0,0,62.26415094339621,100.0
Punjab,Shahid Bhagat Singh Nagar Aur,1,20,6,0,50.44554455445545,100.0
Punjab,Shahid Bhagat Singh Nagar Nawanshahr,2,19,7,1,39.548263370978056,100.0
Punjab,Sri Muktsar Sahib,9,99,10,7,51.55199032433262,100.0
Punjab,Sri Muktsar SahibGidderbaha,2,2,0,0,56.43939393939394,100.0
Punjab,Tarn Taran,7,64,6,2,58.21623742408947,100.0
Rajasthan,Ajmer,11,101,17,10,49.932421824345134,100.0
Rajasthan,Alwar,8,76,12,3,50.780407375412764,100.0
Punjab,Mansa,7,57,8,3,48.82323824174597,100.0
Punjab,Moga,6,55,8,2,48.42981973207698,100.0
Punjab,Pathankot,12,111,22,8,45.74256114128114,100.0
Punjab,Patiala,8,87,22,6,44.66221672001605,100.0
Punjab,Rupnagar,10,90,12,9,48.37257425564098,100.0
Punjab,S.A.S Nagar,7,62,5,6,51.77454080287114,100.0
Punjab,Sangrur,3,26,6,1,46.72908573094879,100.0
Punjab,SangrurSangrur,1,1,0,0,70.49180327868851,100.0
Rajasthan,Salumbar,11,107,9,5,53.299277620721554,100.0
Rajasthan,Sanchore,6,51,7,2,52.40380522565644,100.0
Rajasthan,Sawai Madhopur,14,126,11,13,52.79325176407197,100.0
Rajasthan,Shahpura,6,58,7,3,55.29384363335495,100.0
Rajasthan,Sikar,12,123,18,1,58.482574636835224,100.0
Rajasthan,Sirohi,15,135,12,8,54.775160144611235,100.0
Rajasthan,Tonk,15,137,6,8,56.47171752566997,100.0
Rajasthan,Udaipur,21,201,17,14,52.22877214408096,100.0
Rajasthan,Kota,16,157,16,8,51.07600621876106,100.0
Rajasthan,Kotputli-Behror,5,43,8,3,48.36232372458231,100.0
Rajasthan,Nagaur,3,23,4,1,53.60865932948314,100.0
Rajasthan,Neem Ka Thana,2,16,1,2,49.42145862552595,100.0
Rajasthan,Pali,9,70,1,3,60.2352707373635,100.0
Rajasthan,Phalodi,1,9,2,0,46.22222222222224,100.0
Rajasthan,Pratapgarh,21,182,14,13,50.81353960111866,100.0
Rajasthan,Rajsamand,22,208,22,14,52.94299880488405,100.0
Rajasthan,Jalore,4,38,0,1,59.53889373493306,100.0
Rajasthan,Jhalawar,25,244,29,10,52.251721718039676,100.0
Rajasthan,Jhunjhunu,1,10,0,0,67.58620689655172,100.0
Rajasthan,Jodhpur,4,40,2,4,58.59115411367251,100.0
Rajasthan,Jodhpur (Gramin),20,180,15,16,53.683192914154645,100.0
Rajasthan,Karauli,13,112,12,11,54.036611154313626,100.0
Rajasthan,Kekri,9,83,3,3,58.62651382723598,100.0
Rajasthan,Khairthal-Tijara,5,46,5,4,52.88928201069964,100.0
Rajasthan,Dudu,25,204,23,8,57.0245187821552,100.0
Rajasthan,Dungarpur,16,144,11,8,55.50336650828816,100.0
Rajasthan,Ganganagar,18,168,16,11,54.65142504055036,100.0
Rajasthan,Gangapurcity,6,57,6,5,54.496149148451565,100.0
Rajasthan,Hanumangarh,29,276,13,9,60.191316775286815,100.0
Rajasthan,Jaipur,3,29,2,3,57.08396693833858,100.0
Rajasthan,Jaipur (Gramin),8,70,9,1,55.57424699973208,100.0
Rajasthan,Jaisalmer,45,394,52,36,52.328494869681315,100.0
Tamil Nadu,Thiruvarur,6,57,4,7,54.587594208337244,100.0
Tamil Nadu,Thoothukkudi,16,151,21,9,53.72630099326723,100.0
Tamil Nadu,Tiruchirappalli,22,205,28,12,52.9606592560237,100.0
Tamil Nadu,Tirupathur,10,65,5,5,57.15800638042698,100.0
Tamil Nadu,Tiruppur,27,227,22,11,57.93225816575161,100.0
Tamil Nadu,Tiruvannamalai,8,69,11,5,50.49624787766755,100.0
Tamil Nadu,Vellore,8,63,8,4,53.64652617145938,100.0
Tamil Nadu,Viluppuram,10,74,10,7,53.739287830946864,100.0
Tamil Nadu,Perambalur,13,109,20,4,54.86716773698044,100.0
Tamil Nadu,Pudukkottai,10,93,15,8,50.2381022873574,100.0
Tamil Nadu,Ramanathapuram,12,79,14,8,46.72713008816927,100.0
Tamil Nadu,Salem,6,34,2,2,58.088710626725295,100.0
Tamil Nadu,Tenkasi,1,10,0,0,60.42372881355932,100.0
Tamil Nadu,The Nilgiris,7,53,5,5,47.4083057157419,100.0
Tamil Nadu,Theni,10,103,11,13,51.07767023523553,100.0
Tamil Nadu,Thiruvallur,15,132,12,10,57.030070221305756,100.0
Tamil Nadu,Kallakurichi,3,19,0,0,61.33918128654972,100.0
Tamil Nadu,Kanniyakumari,5,33,1,1,56.09380815263168,100.0
Tamil Nadu,Karur,6,36,4,3,55.13579244546965,100.0
Tamil Nadu,Krishnagiri,1,6,1,1,43.27485380116959,100.0
Tamil Nadu,Madurai,8,70,8,6,61.63960455053006,100.0
Tamil Nadu,Mayiladuthurai,4,35,3,2,53.16115411681915,100.0
Tamil Nadu,Nagapattinam,8,70,6,4,55.55078896455735,100.0
Tamil Nadu,Namakkal,6,44,7,4,51.82478180740379,100.0
Tamil Nadu,Ariyalur,12,99,5,14,52.883340891927155,100.0
Tamil Nadu,Chengalpattu,20,196,10,6,64.14653392371305,100.0
Tamil Nadu,Chennai,22,196,16,14,54.30787425429065,100.0
Tamil Nadu,Coimbatore,12,114,19,5,52.594141392734315,100.0
Tamil Nadu,Cuddalore,20,176,11,7,58.2091649921164,100.0
Tamil Nadu,Dharmapuri,22,197,20,14,53.46207399886167,100.0
