station_id,mean_wl,min_wl,max_wl,std_wl
Chhattisgarh_22.9089_84.2069,6.844444444444445,3.4,9.5,2.25394715505439
Chhattisgarh_22.9092_82.7328,4.78,3.2,8.4,1.8528056802829835
Chhattisgarh_22.9194_83.2986,5.6499999999999995,3.6,6.4,1.0251829105091441
Chhattisgarh_22.9347_83.6542,5.471428571428571,3.7,7.0,1.0734900802433867
Chhattisgarh_22.9364_83.2967,6.983333333333333,3.8,8.1,1.6042651484921895
Chhattisgarh_22.9469_81.945,3.2600000000000002,1.2,5.3,1.4683323874382121
Chhattisgarh_22.9522_83.2639,6.49,5.2,8.8,1.075432729442226
Chhattisgarh_22.9594_83.5983,6.38,4.4,7.7,0.8854377448471463
Chhattisgarh_22.95_84.2819,4.8375,4.0,6.8,0.9132946637625463
Chhattisgarh_22.9667_82.6958,12.376470588235295,9.6,16.4,2.325814215432067
Chhattisgarh_22.9719_83.4122,2.8285714285714287,2.3,4.3,0.6775305299745681
Chhattisgarh_22.9764_83.6542,3.3200000000000003,2.3,4.5,0.7598245411496877
Chhattisgarh_22.9806_83.0472,4.942857142857143,2.2,11.5,4.160471584991756
Chhattisgarh_22.9806_83.5403,5.266666666666667,1.0,8.5,2.8591956910991594
Chhattisgarh_22.9822_83.2203,4.4799999999999995,2.9,5.5,0.9052930771609579
Chhattisgarh_22.9881_83.4031,7.242857142857142,5.7,11.2,1.815541372756478
Chhattisgarh_22.9922_81.9956,2.6,0.8,6.0,2.0008331597945226
Chhattisgarh_23.0014_82.9647,8.216666666666667,4.1,9.9,2.0740459654179957
Chhattisgarh_23.0031_83.2303,5.96,3.0,8.3,1.3615350813613942
Chhattisgarh_23.0067_83.6614,4.633333333333334,3.7,5.5,0.6964194138592059
Chhattisgarh_23.0125_81.9583,5.414285714285714,4.0,8.2,1.626272395621934
Chhattisgarh_23.0192_82.0358,5.714285714285714,2.7,7.4,1.601487403872383
Chhattisgarh_23.025_82.665,2.95,1.7,4.4,0.9058452161134127
Chhattisgarh_23.02_82.0694,9.95,1.2,14.1,4.888762624632127
Chhattisgarh_23.0325_83.3831,5.633333333333333,4.3,7.8,1.4651507317223942
Chhattisgarh_23.0333_83.4675,5.8125,3.9,8.0,1.618144881382028
Chhattisgarh_23.0386_82.4994,5.177777777777778,2.5,7.6,1.731890425068643
Chhattisgarh_23.0567_82.0122,5.43,3.1,12.5,2.617908410247472
Chhattisgarh_23.0583_83.1,5.625,2.9,10.5,2.184196485143744
Chhattisgarh_23.0711_83.2119,6.590000000000001,5.1,8.9,1.1396393191610135
Chhattisgarh_23.0806_82.6353,5.97,3.0,9.0,1.9939073866824069
Chhattisgarh_23.0844_82.0694,7.609999999999999,5.1,12.0,1.9122122150942233
Chhattisgarh_23.0861_83.8111,9.957142857142857,5.0,13.0,2.5760804483149347
Chhattisgarh_23.0964_82.6589,7.35,4.3,9.2,1.5371329733558439
Chhattisgarh_23.1083_83.2,10.955172413793104,2.6,16.9,4.124974996192319
Chhattisgarh_23.1167_83.4083,6.4125,3.4,7.4,1.4247180172130307
Chhattisgarh_23.1428_83.7494,3.9499999999999997,3.2,4.8,0.6833739825307954
Chhattisgarh_23.1567_83.1086,3.5,2.3,4.5,1.0373041983911953
Chhattisgarh_23.15_82.725,7.43,4.0,10.2,2.1515110968805162
Chhattisgarh_23.1689_83.2058,4.716666666666667,4.0,5.1,0.4308905506815698
Chhattisgarh_23.1878_83.2675,6.666666666666667,5.0,9.5,1.433527118683145
Chhattisgarh_23.195_83.4383,5.7875,4.2,6.6,0.7881941385217223
Chhattisgarh_23.1_83.3542,4.63,2.0,5.7,1.1096045341572023
Chhattisgarh_23.2039_82.2478,4.314285714285714,2.9,7.0,1.443870459827302
Chhattisgarh_23.2211_82.5731,3.942857142857143,1.2,6.2,2.166300335331448
Chhattisgarh_23.2244_82.2156,4.3,1.0,7.1,2.874717377412952
Chhattisgarh_23.225_82.4917,8.455555555555556,6.3,10.7,1.1392004993756712
Chhattisgarh_23.2272_83.4097,5.65,3.1,7.5,1.4937966968194067
Chhattisgarh_23.2417_83.3139,3.6100000000000003,1.5,8.0,1.7032322213955442
Chhattisgarh_23.2583_82.55,4.51,2.9,6.4,1.1386639344229517
Chhattisgarh_23.2667_82.55,17.48888888888889,7.6,22.5,4.445065928769912
Chhattisgarh_23.2806_82.7028,10.08,6.8,13.0,2.204943939826539
Chhattisgarh_23.2839_83.1864,4.38,2.1,6.5,1.3489090241953146
Chhattisgarh_23.2911_82.265,6.09,3.8,7.3,1.1367106540853353
Chhattisgarh_23.3008_83.5756,5.344444444444445,3.4,6.9,1.0441636738451388
Chhattisgarh_23.3019_82.6211,3.8,0.7,6.5,2.132812436406186
Chhattisgarh_23.3019_82.7281,1.9124999999999999,1.1,2.9,0.664266512779321
Chhattisgarh_23.305_83.1664,5.816666666666666,3.9,6.7,1.090718417680139
Chhattisgarh_23.3061_82.6347,4.65,2.2,6.0,1.1832159566199234
Chhattisgarh_23.3067_82.6686,5.885714285714286,4.9,6.2,0.4705619740571597
Chhattisgarh_23.3089_82.4436,5.522222222222222,1.3,7.9,2.197030824645946
Chhattisgarh_23.3117_83.5603,5.322222222222222,2.3,7.6,1.561071569289648
Chhattisgarh_23.3164_82.7392,4.875,3.8,6.5,1.0278271116430877
Chhattisgarh_23.3325_83.5089,4.966666666666667,4.3,5.9,0.5988878581726857
Chhattisgarh_23.3375_83.4042,9.200000000000001,6.7,13.6,2.093947321356338
Chhattisgarh_23.3503_83.0767,9.7125,9.0,10.8,0.6220645350076518
Chhattisgarh_23.3519_82.4764,3.942857142857143,0.7,7.6,2.067895180174874
Chhattisgarh_23.3522_82.3619,7.675,4.6,10.8,2.7886248531182125
Chhattisgarh_23.3542_82.3147,2.3285714285714287,1.2,3.0,0.6156684327197709
Chhattisgarh_23.3708_82.5264,3.5300000000000002,2.2,5.5,1.108602724153247
Chhattisgarh_23.3786_83.195,5.36,3.2,8.3,1.703069124975391
Chhattisgarh_23.3811_83.2356,6.5,4.5,8.3,1.573531061021676
Chhattisgarh_23.3844_83.4669,3.855555555555556,2.6,5.3,0.9488296884993523
Chhattisgarh_23.3856_82.9519,2.957142857142857,1.6,4.7,1.0309496315810696
Chhattisgarh_23.3931_82.8492,4.8,4.5,5.1,0.2366431913239846
Chhattisgarh_23.3956_83.6236,4.3375,3.2,5.5,0.6368168608679533
Chhattisgarh_23.3_83.0792,9.11,6.0,13.3,2.159963991469406
Chhattisgarh_23.4028_82.6858,4.1125,1.5,8.1,1.9808668136281484
Chhattisgarh_23.4044_82.2381,9.82,3.0,12.4,2.896664748752722
Chhattisgarh_23.4069_82.5228,7.9375,3.8,11.1,2.1104755726748285
Chhattisgarh_23.4069_82.9131,5.4875,4.9,6.9,0.6621124203206411
Chhattisgarh_23.4103_82.4828,6.366666666666667,5.3,7.2,0.7890923055426828
Chhattisgarh_23.4133_83.3233,6.628571428571429,5.4,8.3,1.0177004891982147
Chhattisgarh_23.4292_83.0583,5.86,4.1,7.0,0.8959166627910581
Chhattisgarh_23.4422_82.8347,6.7,5.2,8.0,1.047218538160334
Chhattisgarh_23.4481_83.5356,6.833333333333333,4.5,9.7,2.2527020812052947
Chhattisgarh_23.4553_82.4881,4.8,2.7,6.2,1.2719189352225944
Chhattisgarh_23.4581_82.0511,5.611111111111111,4.3,7.5,0.8637772346566628
Chhattisgarh_23.45_83.525,5.888888888888889,3.0,8.5,1.7366954572149693
Chhattisgarh_23.4739_82.8089,5.675,4.6,6.4,0.7343607521414217
Chhattisgarh_23.4819_82.5189,3.12,2.0,4.3,0.9101892355133873
Chhattisgarh_23.4833_83.2028,9.233333333333333,8.3,12.0,1.3923601066773879
Chhattisgarh_23.4917_82.2697,3.457142857142857,2.4,5.0,1.0390013520317525
Chhattisgarh_23.5028_82.8208,3.6,3.2,4.5,0.5621387729022077
Chhattisgarh_23.5111_83.1569,5.155555555555555,1.7,6.0,1.4275075403575903
Chhattisgarh_23.5131_83.1031,7.414285714285714,6.0,9.0,0.9136530549184985
Chhattisgarh_23.5194_82.5081,7.2,4.2,10.2,2.623610743485651
Chhattisgarh_23.5736_81.95,5.0,4.4,5.7,0.4636809247747851
Chhattisgarh_23.5844_83.1558,7.159999999999999,4.8,10.0,1.572824776565329
Chhattisgarh_23.6125_81.8542,4.033333333333334,3.1,5.4,0.7549834435270754
Chhattisgarh_23.6422_83.1753,6.766666666666667,5.0,9.1,1.5068731421943475
Chhattisgarh_23.6478_83.1764,9.09,4.7,12.5,2.7914353137966694
Chhattisgarh_23.7044_81.7044,4.1375,3.6,5.4,0.6254998001598402
Chhattisgarh_23.7167_81.7958,5.133333333333334,3.2,7.0,1.3009611831257688
Chhattisgarh_23.7667_83.1958,8.985714285714286,8.4,9.7,0.5014265364224062
Chhattisgarh_23.8139_83.0917,5.933333333333334,5.3,7.1,0.6653319973266478
Delhi_28.42_77.2078,20.657142857142855,18.1,22.2,1.4638501094227994
Delhi_28.5061_77.1822,21.428571428571427,12.5,28.7,7.193449401067216
Delhi_28.5089_77.3406,8.742857142857144,7.0,13.3,2.1415392772934325
Delhi_28.5181_76.9042,2.025,1.4,2.6,0.43342489875080176
Delhi_28.5244_76.9533,9.133333333333333,6.2,11.1,1.9098429254784284
Delhi_28.5247_76.9533,9.011111111111111,6.1,10.8,1.9147091453040885
Delhi_28.5342_76.9086,3.3555555555555556,1.0,5.1,1.456975558400956
Delhi_28.5361_76.9047,1.9666666666666666,1.5,2.7,0.3391164991562635
Delhi_28.5431_76.9653,13.666666666666666,10.6,16.2,2.222611077089286
Delhi_28.5453_77.2022,29.4,21.1,35.4,5.539468772880142
Delhi_28.5464_77.0094,11.855555555555556,8.2,15.1,2.6552359175368543
Delhi_28.5767_76.9142,15.483333333333333,14.1,16.2,0.8010409893798609
Delhi_28.5856_77.0261,19.755555555555556,13.2,22.7,3.3996731869074988
Delhi_28.5872_77.3014,9.65,8.4,10.7,0.8316649966583095
Delhi_28.5903_77.2164,6.13125,3.4,8.3,2.0088865074961304
Delhi_28.5917_77.2206,9.925,6.5,14.0,2.6746161273295708
Delhi_28.5944_77.2733,3.471428571428571,2.8,4.0,0.47509397566616834
Delhi_28.595_77.2508,6.428571428571429,3.9,7.9,1.6529915161249176
Delhi_28.6003_77.2986,9.711111111111112,8.1,11.6,1.1373702612215209
Delhi_28.6042_77.175,25.228571428571428,21.9,28.5,2.838846177419204
Delhi_28.6047_77.2661,4.066666666666667,3.2,5.4,0.7659416862050706
Delhi_28.6147_77.0006,20.455555555555556,15.9,23.3,2.5725041842099663
Delhi_28.6164_77.3044,8.3,6.6,9.3,0.8351646544245039
Delhi_28.6186_77.1111,37.25555555555556,35.7,39.7,1.2914247085207025
Delhi_28.6281_77.3181,23.45,19.0,26.1,2.673146888166509
Delhi_28.6319_77.1986,10.333333333333334,6.5,13.1,2.3036203390894663
Delhi_28.6322_77.0742,12.877777777777778,7.1,17.6,3.656425090774382
Delhi_28.6392_77.1622,28.125,21.2,31.9,3.606244584051394
Delhi_28.63_77.0914,10.7,6.3,13.4,2.471841418861655
Delhi_28.6556_77.2358,6.933333333333334,4.2,9.0,1.875810935746635
Delhi_28.65_77.0167,3.1444444444444444,0.9,4.5,1.0223882715376666
Delhi_28.6611_77.3031,11.557142857142859,6.7,14.4,2.70422949152936
Delhi_28.6644_77.2344,2.6333333333333333,1.8,3.9,0.7416198487095662
Delhi_28.6722_77.2306,3.0,2.5,4.2,0.6324555320336758
Delhi_28.6756_77.0933,7.533333333333334,5.2,9.0,1.5200877167672482
Delhi_28.6781_77.0947,4.575,2.8,6.1,1.0484682705192916
Delhi_28.6822_76.9942,2.2555555555555555,0.6,3.4,0.9735387911006823
Delhi_28.6847_77.2492,4.411111111111111,2.7,9.2,2.001527194696867
Delhi_28.6903_77.0792,2.85,2.2,3.4,0.45981362684088795
Delhi_28.6911_77.1239,2.783333333333333,1.7,3.9,0.7467708260682568
Delhi_28.6958_77.2278,7.94,7.0,8.7,0.6275171533733381
Delhi_28.7194_76.9667,6.257142857142857,4.7,7.8,1.2895181824453437
Delhi_28.7322_77.1044,5.5625,4.1,6.4,0.7366672053434792
Delhi_28.7433_77.2214,2.1666666666666665,1.7,2.5,0.33266599866332386
Delhi_28.74_77.2225,1.6333333333333333,1.4,1.9,0.16583123951777
Delhi_28.7528_76.9667,11.383333333333333,9.6,12.4,0.9847165412780824
Delhi_28.7556_77.0058,2.75,0.8,3.5,0.9853933224860011
Delhi_28.7689_77.2075,4.777777777777778,3.0,9.5,2.251542681017716
Delhi_28.8347_77.0225,2.0999999999999996,1.7,2.6,0.3674234614174768
Delhi_nan_76.9972,2.7142857142857144,1.7,3.8,0.7380798769522882
Delhi_nan_77.0083,3.3000000000000003,2.0,4.3,0.8342661445845684
Delhi_nan_77.0625,6.016666666666667,5.6,6.5,0.38686776379877763
Delhi_nan_77.0736,21.866666666666664,19.2,23.7,1.855442444988975
Delhi_nan_77.095,6.483333333333333,5.4,7.0,0.6274286147974658
Delhi_nan_77.1469,11.633333333333333,10.5,12.8,0.9479803092188502
Delhi_nan_77.1517,11.009090909090908,9.4,12.5,1.0473342784942599
Delhi_nan_77.1569,25.19090909090909,17.0,37.6,5.861817899842086
Delhi_nan_77.1628,1.8142857142857143,0.7,3.1,0.7380798769522882
Delhi_nan_77.1964,9.15,7.8,11.5,1.3126309458488323
Delhi_nan_77.1972,9.157142857142857,8.0,10.3,0.793425364809955
Delhi_nan_77.1975,7.728571428571429,6.9,8.5,0.629058253037257
Delhi_nan_77.1994,11.122222222222222,7.3,20.6,5.402262900345044
Delhi_nan_77.2036,7.866666666666667,6.2,8.8,1.0385887861259944
Goa_14.9129_74.0845,5.885714285714285,1.4,24.4,8.25296483522307
Goa_14.9499_74.0553,14.822222222222223,13.1,16.0,1.0280780342194085
Goa_14.9629_74.0546,3.966666666666667,3.7,4.4,0.22912878474779208
Goa_14.9841_74.1087,8.33,6.5,16.3,3.058340145314848
Goa_14.9924_74.1056,11.129999999999999,10.3,11.7,0.4831608887776872
Goa_14.998_74.1907,2.9444444444444446,1.6,4.0,0.8530989261379819
Goa_15.0072_74.0523,3.9200000000000004,3.5,4.6,0.37947331922020566
Goa_15.0373_74.1185,5.8,3.7,11.2,2.902489353028611
Goa_15.0392_74.0294,2.911111111111111,0.6,3.8,1.015436414115188
Goa_15.0415_73.9912,3.91,3.4,4.8,0.462961481479111
Goa_15.0929_74.0306,9.02,4.4,11.0,2.1311447106608643
Goa_15.1869_74.1255,7.6499999999999995,4.5,10.4,2.323175167124265
Goa_15.2175_74.0807,3.05,2.6,3.5,0.36893239368631087
Goa_15.2389_74.113,2.21,1.8,2.7,0.2923088169119167
Goa_15.2734_74.1006,4.92,4.1,6.2,0.7969385867876587
Goa_15.3055_74.0483,3.87,3.2,4.8,0.4922736366426027
Goa_15.3207_74.035,6.88,6.1,8.1,0.700476028616731
Goa_15.335_74.2438,7.99,3.2,9.1,1.7259136066958212
Goa_15.3542_74.0016,3.46,1.1,6.5,2.2081666603768837
Goa_15.3638_74.1753,4.488888888888889,3.9,5.2,0.4884783629917617
Goa_15.3701_73.8383,3.1399999999999997,2.9,3.7,0.3238655413730968
Goa_15.377_74.2297,10.17,4.4,11.9,2.11347528440192
Goa_15.3982_73.8368,1.8333333333333333,1.2,2.6,0.43301270189221935
Goa_15.4296_74.1924,6.33,5.9,7.0,0.4738729318662917
Goa_15.4529_73.9526,1.98,1.5,3.0,0.47093288033198294
Goa_15.459_73.8028,2.81,1.5,4.0,0.6505553183413553
Goa_15.4828_74.1369,6.388888888888889,5.8,7.1,0.45946829173634074
Goa_15.4894_73.8742,4.2,1.4,5.9,1.920648038785058
Goa_15.4961_74.0975,6.288888888888889,3.9,7.9,1.1941989411781904
Goa_15.4976_73.919,1.5,1.2,1.9,0.24494897427831785
Goa_15.5025_74.1396,7.959999999999999,7.3,8.6,0.4273952113286566
Goa_15.516_73.8386,2.2399999999999998,1.9,3.2,0.4427188724235732
Goa_15.526_73.8298,9.71,5.5,13.5,2.8001785657346927
Goa_15.533_74.1372,5.65,5.2,6.2,0.4062019202317977
Goa_15.5376_73.8687,3.09,2.3,3.8,0.5065131346328106
Goa_15.5394_74.0882,3.3299999999999996,2.9,4.2,0.41379007023153913
Goa_15.5461_73.7586,6.63,6.0,7.7,0.4945255863507528
Goa_15.5472_74.0508,3.6100000000000003,2.6,4.6,0.5546770832355225
Goa_15.552_73.9241,15.055555555555555,13.5,15.8,0.6948221195225278
Goa_15.5593_73.8676,3.41,3.0,3.9,0.3314949304120486
Goa_15.5616_74.1632,5.62,3.1,6.8,0.9942054337230534
Goa_15.5696_73.8635,4.7,1.5,7.3,2.3295206946208196
Goa_15.5728_73.7928,1.73,1.3,2.4,0.34976182372199144
Goa_15.5804_73.926,2.7333333333333334,2.3,3.4,0.3427827300200522
Goa_15.5842_73.7383,11.49,9.9,13.7,1.176104681659852
Goa_15.5878_74.1912,4.544444444444444,3.0,5.8,0.8574833979604376
Goa_15.594_74.0463,4.66,2.9,14.7,3.5625209551040613
Goa_15.6101_73.8243,3.6100000000000003,0.7,4.8,1.098938882134337
Goa_15.6113_74.067,2.05,1.7,2.5,0.2877112750272012
Goa_15.6171_73.9207,3.35,2.5,4.0,0.4403281604540969
Goa_15.6236_73.7668,2.5999999999999996,2.0,5.1,0.9552486587271398
Goa_15.6269_73.8759,3.6,3.0,4.3,0.39157800414902433
Goa_15.6278_74.1308,3.6999999999999997,1.5,5.8,1.2796483892069725
Goa_15.636_73.7396,1.17,0.4,1.9,0.45716517802649836
Goa_15.6399_73.896,6.18,3.8,13.5,2.655727563002065
Goa_15.644_73.8373,13.86,11.7,15.7,0.995768826362603
Goa_15.6688_73.8818,3.02,2.0,3.8,0.5473166867139677
Goa_15.6808_73.7511,3.53,1.7,5.2,0.8920014947670585
Goa_15.6877_73.9268,2.9699999999999998,2.5,3.8,0.4547282460742653
Goa_15.7084_73.8529,7.779999999999999,7.2,8.4,0.48944412914607044
Goa_15.7094_73.7518,4.27,2.3,5.5,0.9141480551128828
Goa_15.7176_73.7981,3.19,2.2,4.8,0.8006247560499238
Goa_15.7325_73.8996,3.15,2.0,6.2,1.2894874089256467
Goa_15.737_73.9036,4.54,3.0,5.4,0.7676804890925217
Goa_15.7404_73.8245,7.18,5.1,8.1,0.8753412033157255
Goa_15.7546_73.8353,3.466666666666667,2.9,4.3,0.5172040216394299
Gujarat_20.1917_72.75,3.96,3.7,4.3,0.17126976771553495
Gujarat_20.2167_72.8417,3.44,2.7,4.2,0.5081557066709202
Gujarat_20.2744_72.8846,4.0636363636363635,1.9,5.4,1.0993386441608675
Gujarat_20.313_73.376,3.5416666666666665,1.8,7.7,2.1334812922175868
Gujarat_20.325_72.8417,5.29,0.3,7.4,2.420032139364177
Gujarat_20.328_73.326,1.7750000000000001,1.1,2.3,0.38168287645874055
Gujarat_20.3417_73.2167,2.723076923076923,2.4,3.0,0.17867030229749128
Gujarat_20.3625_72.975,4.323076923076924,3.3,5.0,0.559990842415966
Gujarat_20.3869_72.9044,9.133333333333333,8.0,9.7,0.5314360191257665
Gujarat_20.41_73.12,8.007692307692308,6.7,8.5,0.5736746151805605
Gujarat_20.4636_72.9181,3.6700000000000004,2.9,4.6,0.6717307661721487
Gujarat_20.47_73.16,5.35,4.4,6.7,0.8569047288267896
Gujarat_20.5167_73.2875,3.0181818181818185,1.1,11.3,2.8641990789113048
Gujarat_20.5308_73.1625,11.330769230769231,7.8,13.6,2.0527967164272156
Gujarat_20.536_73.171,6.1923076923076925,4.6,7.7,1.1643750387092768
Gujarat_20.6333_73.025,3.0555555555555554,1.2,4.3,0.8804985961248194
Gujarat_20.633_73.096,4.09,0.8,5.5,1.23868209534704
Gujarat_20.633_73.746,1.7899999999999998,1.6,2.0,0.12866839377079187
Gujarat_20.6375_73.775,2.685714285714286,1.2,3.6,0.8970852271450606
Gujarat_20.6425_73.7764,2.4899999999999998,1.5,3.9,0.626187760269323
Gujarat_20.6458_73.7917,1.24,0.7,1.5,0.2590581230363393
Gujarat_20.649_73.167,8.370000000000001,6.5,10.2,0.9821178929006206
Gujarat_20.64_73.691,2.8333333333333335,0.9,5.2,1.5743781841306959
Gujarat_20.658_73.688,1.3900000000000001,0.7,3.0,0.6573515886579351
Gujarat_20.674_73.233,3.533333333333333,2.4,5.2,0.8558621384311847
Gujarat_20.6767_73.278,8.8,4.4,17.5,4.075945698035407
Gujarat_20.683_73.725,2.82,1.6,4.0,0.7743097284391793
Gujarat_20.6886_72.9494,5.785714285714286,3.7,8.5,1.5688940599761896
Gujarat_20.69_73.62,3.2399999999999998,1.7,5.3,1.2258330500792782
Gujarat_20.6_72.9,6.529999999999999,2.1,7.9,1.675344077429403
Gujarat_20.6_73.7458,0.8666666666666667,0.4,2.1,0.5074445782546111
Gujarat_20.719_73.557,2.1100000000000003,1.6,2.8,0.45570458267024994
Gujarat_20.725_73.15,4.1,2.7,6.1,1.0718623460542347
Gujarat_20.732_73.521,5.13,3.6,5.8,0.7149980574954188
Gujarat_20.7342_73.0345,5.7,3.4,7.8,1.5711688096991452
Gujarat_20.7589_73.6861,2.44,1.8,3.1,0.4141926551202418
Gujarat_20.758_73.683,1.65,1.1,2.6,0.46963342678684566
Gujarat_20.764_73.363,8.433333333333334,7.2,10.9,1.2062338081814818
Gujarat_20.7875_72.9542,3.04,2.4,5.5,0.9311880106139205
Gujarat_20.796_70.942,10.914285714285715,6.4,14.7,3.4187856379269004
Gujarat_20.797_73.292,5.088888888888889,3.7,6.6,0.9116529554118229
Gujarat_20.7_73.58,4.9799999999999995,2.3,9.2,2.0164875953554047
Gujarat_20.804_73.613,2.63,1.2,5.5,1.2901765598380541
Gujarat_20.805_73.267,4.99,3.7,6.9,0.9230986464680311
Gujarat_20.808_73.553,3.5799999999999996,2.4,4.7,0.8121302577515231
Gujarat_20.811_73.503,5.4399999999999995,2.1,8.2,1.5218409903797443
Gujarat_20.813_73.158,4.466666666666667,2.7,7.5,1.4628738838327795
Gujarat_20.825_71.0417,4.211111111111111,3.2,5.0,0.6353039517515304
Gujarat_20.8286_73.0575,5.2444444444444445,2.5,7.1,1.5025903559446194
Gujarat_20.831_73.334,6.13,4.2,9.0,1.5748368522202894
Gujarat_20.833_72.842,4.88,4.0,5.7,0.5329165037789687
Gujarat_20.837_73.288,7.222222222222222,5.8,8.8,0.9884050002121826
Gujarat_20.8508_70.6692,9.966666666666667,3.7,15.7,3.9616915579080607
Gujarat_20.854_71.121,9.833333333333334,4.7,18.5,4.167733196834942
Gujarat_20.858_71.167,4.666666666666667,0.6,9.0,2.704163456597992
Gujarat_20.85_73.3417,7.633333333333333,5.8,9.6,1.6645319662495721
Gujarat_20.8625_72.9,1.65,0.9,2.8,0.5441609239104834
Gujarat_20.8667_73.6167,5.79,1.8,10.8,2.7032696252254724
Gujarat_20.867_71.363,2.5,1.4,5.1,1.3696714934611145
Gujarat_20.878_73.518,4.5200000000000005,3.2,7.1,1.0570398920255248
Gujarat_20.87_71.051,8.225,4.9,15.7,3.8021610396495014
Gujarat_20.8808_70.9842,8.4375,3.0,12.7,4.019928037735431
Gujarat_20.8917_72.8083,3.07,2.3,3.7,0.3713339317768967
Gujarat_20.8958_71.2042,4.6,2.0,11.3,2.9515129292328326
Gujarat_20.8_70.6917,10.08,7.4,14.9,2.3938810886647373
Gujarat_20.8_73.7375,1.31,0.7,3.4,0.8279157230325104
Gujarat_20.9019_70.5181,10.511111111111111,4.4,16.6,4.815195853868367
Gujarat_20.908_71.36,4.800000000000001,2.0,8.7,1.8894443627691182
Gujarat_20.9167_73.6792,3.38,3.0,3.8,0.25298221281347033
Gujarat_20.9208_73.5806,1.85,0.8,3.0,0.807258735887489
Gujarat_20.9219_70.6133,6.933333333333334,4.9,13.0,3.045433740317899
Gujarat_20.922_73.581,2.16,1.2,3.0,0.518973345494095
Gujarat_20.9236_73.2333,9.422222222222222,7.5,10.9,1.1233630065319244
Gujarat_20.925_70.9167,8.78,4.3,17.8,4.228159568102099
Gujarat_20.929_73.229,7.37,5.8,8.8,1.0274564062122862
Gujarat_20.93_71.35,3.55,2.1,4.5,0.9021579068482906
Gujarat_20.9458_70.3958,15.51,7.0,30.8,8.742673122868847
Gujarat_20.9583_71.0708,13.690000000000001,9.7,28.8,5.685742402419113
Gujarat_20.958_72.935,4.39,1.3,7.1,1.718170862024819
Gujarat_20.96_71.43,5.25,2.7,6.4,1.3780420893427021
Gujarat_20.9775_70.6092,7.311111111111111,5.6,10.2,1.3660567744830778
Gujarat_20.983_70.763,6.811111111111111,3.6,10.5,2.272908073616509
Gujarat_20.98_70.44,7.371428571428572,2.3,13.8,4.040921629906675
Gujarat_20.9917_72.8861,3.17,2.0,3.8,0.48545511292669136
Gujarat_21.008_72.746,3.322222222222222,2.6,4.3,0.5449260908090604
Gujarat_21.0208_73.1458,17.077777777777776,15.9,17.7,0.5868938953886346
Gujarat_21.029_70.608,4.088888888888889,3.1,6.5,1.0421665467242318
Gujarat_21.0306_70.2417,8.44,3.4,16.4,3.726541440949115
Gujarat_21.0417_70.2167,5.6,4.4,8.0,1.2328828005937953
Gujarat_21.0419_73.3233,3.28,2.1,5.2,1.1659998094148885
Gujarat_21.044_70.192,8.68888888888889,8.2,9.4,0.3407508050043479
Gujarat_21.051_70.525,8.288888888888888,5.3,11.8,1.9636983248735305
Gujarat_21.054_70.208,8.95,6.9,12.3,1.6521030368728353
Gujarat_21.054_70.279,27.860000000000003,23.7,38.4,4.298113281170912
Gujarat_21.0583_73.0917,3.644444444444444,2.4,7.6,1.8125335245941734
Gujarat_21.05_73.2667,4.327272727272727,2.2,5.8,1.2969895212305371
Gujarat_21.0625_73.1917,3.9899999999999998,2.4,5.4,0.957369080112553
Gujarat_21.0639_70.5383,8.1125,5.0,10.9,1.686448084839004
Gujarat_21.0842_72.7193,5.422222222222222,4.8,6.3,0.4918784854457902
Gujarat_21.0958_70.2167,6.475,4.5,9.9,1.612230043847873
Gujarat_21.0958_71.7667,13.366666666666667,6.2,27.7,7.207114540507875
Gujarat_21.1167_73.1,5.12,3.2,6.5,1.0559882154224598
Gujarat_21.12_73.1,5.0125,3.4,6.1,1.0682930309610748
Gujarat_21.138_71.658,8.4625,4.9,13.9,4.1572441077507785
Gujarat_21.1495_70.2736,15.61111111111111,9.0,23.2,4.873254673327786
Gujarat_21.1708_73.5542,7.45,7.0,8.4,0.5700877125495689
Gujarat_21.1719_73.7692,8.677777777777777,6.7,11.5,1.5344199048645206
Gujarat_21.17_73.069,3.2222222222222223,1.4,5.0,1.1584232579003433
Gujarat_21.191_71.929,21.211111111111112,2.6,30.0,9.243841793924812
Gujarat_21.197_71.55,3.9299999999999997,2.9,6.3,1.0488618169764363
Gujarat_21.214_71.883,3.6100000000000003,2.2,6.4,1.1219526628952656
Gujarat_21.22_70.18,17.1,9.9,22.3,4.445222154178576
Gujarat_21.23_73.58,3.575,3.1,4.3,0.36547425158474384
Gujarat_21.2458_71.65,7.909999999999999,2.0,11.7,3.285134869546623
Gujarat_21.2483_73.0256,8.15,2.4,11.5,3.0336446726668567
Gujarat_21.2517_73.8169,1.0666666666666667,0.8,1.3,0.18618986725025255
Gujarat_21.254_71.15,13.885714285714286,7.7,17.1,3.1829905075932245
Gujarat_21.25_73.3,12.74,8.8,14.2,1.5486194568783582
Gujarat_21.267_70.208,12.73,6.2,16.3,3.057976818457298
Gujarat_21.2792_73.3497,5.46,2.6,8.4,1.5471838215861027
Gujarat_21.2893_73.2122,5.888888888888889,3.6,8.6,1.7258653224139797
Gujarat_21.28_73.47,6.199999999999999,4.8,6.8,0.5852349955359815
Gujarat_21.2908_73.2144,2.54,1.2,4.5,1.1452316602135812
Gujarat_21.2934_72.93,10.209999999999999,5.0,14.9,3.358058301393166
