station_id,STATE_UT,DISTRICT,BLOCK,LATITUDE,LONGITUDE,DATE,WL_MBGL
Adilabad_19.3441_78.3579,Adilabad,Boath,Boath,19.34406,78.35794,2018-01-01,3.9
Adilabad_19.3441_78.3579,Adilabad,Boath,Boath,19.34406,78.35794,2019-01-01,3.7
Adilabad_19.3441_78.3579,Adilabad,Boath,Boath,19.34406,78.35794,2021-01-01,3.7
Adilabad_19.5004_78.6622,Adilabad,Indervelly,Indravalli,19.50043,78.66224,2018-01-01,4.1
Adilabad_19.5124_78.5853,Adilabad,Indervelly,Danora,19.51242,78.58533,2018-01-01,4.5
Adilabad_19.5304_78.5135,Adilabad,Gudihatnur,Gudihathur,19.53039,78.51345,2018-01-01,4.3
Adilabad_19.5304_78.5135,Adilabad,Gudihatnur,Gudihathur,19.53039,78.51345,2019-01-01,4.5
Adilabad_19.581_78.4937,Adilabad,Gudihatnur,Sitagondi,19.58098,78.49373,2018-01-01,4.3
Adilabad_19.6377_78.5083,Adilabad,Mavala,Mavala (Adilabad),19.63772,78.50835,2018-01-01,7.2
Adilabad_19.7186_78.7609,Adilabad,Bela,Bela,19.71864,78.76094,2019-01-01,4.8
Adilabad_19.7193_78.7624,Adilabad,Bela,Bela,19.71932,78.7624,2018-01-01,5.8
Adilabad_19.7193_78.7624,Adilabad,Bela,Bela,19.71932,78.7624,2019-01-01,4.8
Adilabad_19.7193_78.7624,Adilabad,Bela,Bela,19.71932,78.7624,2021-01-01,5.7
Adilabad_19.7355_78.6421,Adilabad,Jainath,Jainath,19.73547,78.64206,2018-01-01,6.0
Agra_26.8167_77.45,Agra,Jagner,Gangapur Basai,26.81667,77.45,2016-01-31,8.2
Agra_26.8369_77.4717,Agra,Jagner,Gangapur Basai,26.83694,77.47167,2019-01-31,1.7
Agra_26.8583_77.6,Agra,Jagner,Mevli,26.85833,77.6,2016-01-31,12.4
Agra_26.8583_77.6,Agra,Jagner,Mevli,26.85833,77.6,2019-01-31,10.4
Agra_26.8664_77.6014,Agra,Jagner,Jagner,26.86639,77.60139,2016-01-31,12.1
Agra_26.8664_77.6014,Agra,Jagner,Jagner,26.86639,77.60139,2019-01-31,14.2
Agra_26.87_78.5892,Agra,Bah,Bah,26.87,78.58917,2016-01-31,33.4
Agra_26.87_78.5892,Agra,Bah,Bah,26.87,78.58917,2019-01-31,39.9
Agra_26.935_77.9344,Agra,Saiyan,Saiyan,26.935,77.93444,2016-01-31,27.9
Agra_26.935_77.9344,Agra,Saiyan,Saiyan,26.935,77.93444,2019-01-31,33.2
Agra_27.0236_77.85,Agra,Kheragarh,Kagarol,27.02361,77.85,2016-01-31,14.5
Agra_27.0236_77.85,Agra,Kheragarh,Kagarol,27.02361,77.85,2019-01-31,17.3
Agra_27.03_78.2958,Agra,Fatehabad,Fatehabad,27.03,78.29583,2016-01-31,42.2
Agra_27.03_78.2958,Agra,Fatehabad,Fatehabad,27.03,78.29583,2019-01-31,44.3
Agra_27.0492_77.5911,Agra,Fatehpur Sikri,Dabar,27.04917,77.59111,2016-01-31,14.3
Agra_27.0492_77.5911,Agra,Fatehpur Sikri,Dabar,27.04917,77.59111,2019-01-31,14.9
Agra_27.0917_77.6778,Agra,Fatehpur Sikri,Undera,27.09167,77.67778,2016-01-31,0.7
Agra_27.0917_77.6778,Agra,Fatehpur Sikri,Undera,27.09167,77.67778,2019-01-31,0.4
Agra_27.1708_77.9667,Agra,Bichpuri,Shahganj Prithvi Nath,27.17083,77.96667,2016-01-31,17.7
Agra_27.1772_77.7456,Agra,Achhnera,Achchnera,27.17722,77.74556,2016-01-31,7.0
Agra_27.1772_77.7456,Agra,Achhnera,Achchnera,27.17722,77.74556,2019-01-31,5.3
Agra_27.3081_78.0294,Agra,Khandauli,Khundauli,27.30806,78.02944,2016-01-31,29.1
Agra_27.3081_78.0294,Agra,Khandauli,Khundauli,27.30806,78.02944,2019-01-31,25.2
Ahmedabad_22.9006_72.0207,Ahmedabad,Viramgam,Kumarkhan,22.9006,72.02072,2018-01-10,2.6
Ahmedabad_23.033_72.446,Ahmedabad,Sanand,Ghuma,23.033,72.446,2018-01-10,2.5
Ahmedabad_23.089_72.017,Ahmedabad,Viramgam,Hansalpur,23.089,72.017,2018-01-10,3.5
Ahmedabad_23.1367_72.0384,Ahmedabad,Viramgam,Viramgam,23.13669,72.03836,2018-01-10,1.5
Ahmedabad_23.272_72.058,Ahmedabad,Viramgam,Endla,23.272,72.058,2018-01-10,1.7
Alappuzha_9.1504_76.5129,Alappuzha,Muthukulam,Oachira,9.15044,76.5129,2023-01-01,3.3
Alappuzha_9.1666_76.6658,Alappuzha,Bharanicavu,Adikattukulangara,9.16664,76.6658,2019-01-01,5.3
Alappuzha_9.1728_76.6074,Alappuzha,Bharanicavu,Charummud,9.17284,76.6074,2019-01-01,20.9
Alappuzha_9.1775_76.5653,Alappuzha,Bharanicavu,Kattanam,9.17746,76.5653,2019-01-01,11.8
Alappuzha_9.1835_76.6187,Alappuzha,Bharanicavu,Idakunnam,9.18353,76.6187,2019-01-01,12.9
Alappuzha_9.2064_76.6316,Alappuzha,Bharanicavu,Kuzhamathu,9.20641,76.6316,2019-01-01,12.5
Alappuzha_9.2081_76.4948,Alappuzha,Muthukulam,Pathiyoor,9.20815,76.4948,2023-01-01,1.3
Alappuzha_9.2598_76.5865,Alappuzha,Chengannur,Chengannur,9.25976,76.5865,2019-01-01,3.7
Alappuzha_9.2616_76.4629,Alappuzha,Muthukulam,Nangiarkulangara,9.26165,76.4629,2023-01-01,1.4
Alappuzha_9.2886_76.4615,Alappuzha,Pattanakkad,Haripad(E),9.28863,76.4615,2023-01-01,10.8
Alappuzha_9.3078_76.548,Alappuzha,Chengannur,Mannar,9.30781,76.548,2019-01-01,4.5
Alappuzha_9.3192_76.6187,Alappuzha,Chengannur,Chengannur,9.31919,76.6187,2019-01-01,8.0
Alappuzha_9.325_76.5824,Alappuzha,Chengannur,Pandanad,9.32498,76.5824,2019-01-01,3.5
Alappuzha_9.329_76.6074,Alappuzha,Chengannur,Kallissery,9.32904,76.6074,2019-01-01,4.1
Alappuzha_9.3532_76.3727,Alappuzha,Ambalappuzha,Purakkad,9.35317,76.37266,2019-01-01,2.6
Alappuzha_9.3627_76.4508,Alappuzha,Champakulam,Pacha,9.36267,76.4508,2019-01-01,1.3
Alappuzha_9.367_76.4794,Alappuzha,Champakulam,Edathua,9.36704,76.4794,2019-01-01,1.2
Alappuzha_9.3835_76.3707,Alappuzha,Ambalappuzha,Ambalappuzha,9.38347,76.3707,2019-01-01,1.8
Alappuzha_9.3886_76.511,Alappuzha,Veliyanad,Muttar,9.38863,76.511,2023-01-01,1.3
Alappuzha_9.4065_76.4136,Alappuzha,Champakulam,Champakkulam,9.4065,76.4136,2019-01-01,0.9
Alappuzha_9.4077_76.3508,Alappuzha,Ambalappuzha,Kaidavana,9.40773,76.3508,2019-01-01,2.8
Alappuzha_9.4137_76.3494,Alappuzha,Ambalappuzha,Vandanam,9.41366,76.3494,2019-01-01,2.3
Alappuzha_9.427_76.4533,Alappuzha,Veliyanad,Ramankary,9.427,76.4533,2023-01-01,1.4
Alappuzha_9.4326_76.3454,Alappuzha,Ambalappuzha,Punnapra,9.43259,76.3454,2019-01-01,1.8
Alappuzha_9.4339_76.428,Alappuzha,Champakulam,Chandirur,9.4339,76.428,2019-01-01,1.5
Alappuzha_9.4356_76.4849,Alappuzha,Veliyanad,Kunnamkari,9.4356,76.4849,2023-01-01,1.6
Alappuzha_9.4457_76.3992,Alappuzha,Champakulam,Nedumudi,9.4457,76.3992,2019-01-01,0.8
Alappuzha_9.473_76.3436,Alappuzha,Aryad,Kaidavana,9.47298,76.3436,2019-01-01,0.8
Alappuzha_9.4941_76.3209,Alappuzha,Aryad,Alappuzha Beach,9.49409,76.3209,2019-01-01,2.1
Alappuzha_9.4952_76.3341,Alappuzha,Aryad,Alappuzha Town,9.49519,76.3341,2019-01-01,3.7
Alappuzha_9.5677_76.3272,Alappuzha,Aryad,Kalavoor,9.56774,76.3272,2019-01-01,1.6
Alappuzha_9.5719_76.3471,Alappuzha,Aryad,Aryad,9.57193,76.3471,2019-01-01,2.2
Alappuzha_9.6941_76.3439,Alappuzha,Thycattussery,Cherthala,9.69406,76.3439,2023-01-01,0.8
Alappuzha_9.7374_76.3625,Alappuzha,Thycattussery,Pallipuram,9.73736,76.3625,2023-01-01,2.6
Alappuzha_9.7814_76.3046,Alappuzha,Pattanakkad,Chandirur,9.78136,76.3046,2023-01-01,2.0
Alappuzha_9.7925_76.3588,Alappuzha,Thycattussery,Thaikattussery,9.79254,76.3588,2023-01-01,1.7
Alappuzha_9.8076_76.299,Alappuzha,Pattanakkad,Ezhupunna,9.80756,76.299,2023-01-01,1.5
Alappuzha_9.8138_76.3515,Alappuzha,Thycattussery,Panavally,9.81377,76.3515,2023-01-01,1.5
Alappuzha_9.8148_76.3,Alappuzha,Pattanakkad,Ezhupunna,9.81477,76.3,2023-01-01,1.5
Alappuzha_9.8182_76.3127,Alappuzha,Pattanakkad,Eramallur,9.81819,76.3127,2023-01-01,1.9
Alappuzha_9.8475_76.3078,Alappuzha,Pattanakkad,Chandirur,9.84746,76.3078,2023-01-01,1.9
Alappuzha_9.8651_76.324,Alappuzha,Thycattussery,Arookutty,9.86511,76.324,2023-01-01,2.0
Alappuzha_9.8698_76.3048,Alappuzha,Pattanakkad,Aroor,9.86978,76.3048,2023-01-01,1.3
Aligarh_27.7167_77.9333,Aligarh,Iglas,Iglas,27.71667,77.93333,2019-01-31,9.2
Aligarh_27.75_78.3278,Aligarh,Akrabad,Gopi,27.75,78.32778,2016-01-31,6.0
Aligarh_27.8911_77.8267,Aligarh,Khair,Pala Chand,27.89111,77.82667,2019-01-24,5.5
Aligarh_27.9183_77.9189,Aligarh,Khair,Andala,27.91833,77.91889,2019-01-24,10.0
Aligarh_27.9192_77.9917,Aligarh,Lodha,Lodha,27.91917,77.99167,2019-01-31,19.9
Aligarh_27.9464_78.1575,Aligarh,Dhanipur,Harduaganj,27.94639,78.1575,2019-01-24,4.1
Aligarh_27.95_78.1667,Aligarh,Dhanipur,Safedpur,27.95,78.16667,2016-01-31,6.3
Aligarh_27.95_78.1667,Aligarh,Dhanipur,Safedpur,27.95,78.16667,2019-01-24,6.0
Aligarh_27.9667_77.9167,Aligarh,Khair,Khair,27.96667,77.91667,2019-01-31,8.8
Aligarh_27.9889_78.1028,Aligarh,Jawan Sikanderpur,Sudiyal,27.98889,78.10278,2019-01-24,8.1
Alipurduar_26.4433_89.6844,Alipurduar,Alipurduar-Ii,Purba Chikliguri,26.44333,89.68445,2017-01-01,3.6
Alipurduar_26.4442_89.625,Alipurduar,Alipurduar-Ii,Bhatibari,26.44417,89.625,2017-01-01,2.3
Alipurduar_26.4442_89.625,Alipurduar,Alipurduar-Ii,Bhatibari,26.44417,89.625,2019-01-10,4.1
Alipurduar_26.4442_89.625,Alipurduar,Alipurduar-Ii,Bhatibari,26.44417,89.625,2023-01-20,3.7
Alipurduar_26.4731_89.7983,Alipurduar,Kumargram,Barovisa More,26.47305,89.79833,2017-01-01,4.7
Alipurduar_26.4731_89.799,Alipurduar,Kumargram,Barovisa More,26.4731,89.79895,2023-01-20,4.2
Alipurduar_26.4876_89.5903,Alipurduar,Alipurduar-Ii,Salsalabari,26.48764,89.59029,2017-01-01,4.4
Alipurduar_26.4876_89.5903,Alipurduar,Alipurduar-Ii,Salsalabari,26.48764,89.59029,2019-01-10,4.3
Alipurduar_26.4876_89.5903,Alipurduar,Alipurduar-Ii,Salsalabari,26.48764,89.59029,2020-01-10,4.1
Alipurduar_26.4876_89.5903,Alipurduar,Alipurduar-Ii,Salsalabari,26.48764,89.59029,2023-01-20,4.1
Alipurduar_26.4972_89.5241,Alipurduar,Alipurduar-I,Alipurduar,26.49722,89.52406,2017-01-01,3.9
Alipurduar_26.4972_89.5241,Alipurduar,Alipurduar-I,Alipurduar,26.49722,89.52406,2019-01-10,3.8
Alipurduar_26.4972_89.5241,Alipurduar,Alipurduar-I,Alipurduar,26.49722,89.52406,2020-01-10,3.8
Alipurduar_26.4972_89.5241,Alipurduar,Alipurduar-I,Alipurduar,26.49722,89.52406,2023-01-20,3.7
Alipurduar_26.5147_89.1995,Alipurduar,Falakata,Falakata,26.51474,89.19953,2019-01-10,3.5
Alipurduar_26.5147_89.1995,Alipurduar,Falakata,Falakata,26.51474,89.19953,2020-01-10,5.6
Alipurduar_26.5147_89.1995,Alipurduar,Falakata,Falakata,26.51474,89.19953,2023-01-20,4.8
Alipurduar_26.5344_89.8204,Alipurduar,Kumargram,Ghoksapara,26.53445,89.82036,2017-01-01,3.0
Alipurduar_26.5344_89.8204,Alipurduar,Kumargram,Ghoksapara,26.53445,89.82036,2023-01-20,2.9
Alipurduar_26.5375_89.808,Alipurduar,Kumargram,Bara Daldali,26.5375,89.808,2017-01-01,3.9
Alipurduar_26.5485_89.821,Alipurduar,Kumargram,Ghoramara,26.54847,89.82097,2017-01-01,3.3
Alipurduar_26.5485_89.821,Alipurduar,Kumargram,Ghoramara,26.54847,89.82097,2023-01-20,2.2
Alipurduar_26.5603_89.8235,Alipurduar,Kumargram,Hemaguri,26.5603,89.82348,2017-01-01,2.7
Alipurduar_26.5603_89.8235,Alipurduar,Kumargram,Hemaguri,26.5603,89.82348,2023-01-20,2.6
Alipurduar_26.6095_89.5291,Alipurduar,Kalchini,Millpara Pampu Basti,26.60951,89.52908,2019-01-10,2.2
Alipurduar_26.6095_89.5291,Alipurduar,Kalchini,Millpara Pampu Basti,26.60951,89.52908,2023-01-20,2.2
Alipurduar_26.6146_89.5304,Alipurduar,Kalchini,Raja Bhat Khawa,26.61464,89.53039,2017-01-01,2.7
Alipurduar_26.6146_89.5304,Alipurduar,Kalchini,Raja Bhat Khawa,26.61464,89.53039,2019-01-10,2.5
Alipurduar_26.6146_89.5304,Alipurduar,Kalchini,Raja Bhat Khawa,26.61464,89.53039,2023-01-20,2.7
Alipurduar_26.6153_89.1473,Alipurduar,Falakata,Jateswar,26.61531,89.14734,2017-01-01,2.7
Alipurduar_26.6153_89.1473,Alipurduar,Falakata,Jateswar,26.61531,89.14734,2019-01-10,2.3
Alipurduar_26.6153_89.1473,Alipurduar,Falakata,Jateswar,26.61531,89.14734,2020-01-10,3.1
Alipurduar_26.6153_89.1473,Alipurduar,Falakata,Jateswar,26.61531,89.14734,2023-01-20,2.4
Alipurduar_26.634_89.1458,Alipurduar,Falakata,Bengkandi,26.63399,89.14578,2017-01-01,4.9
Alipurduar_26.634_89.1458,Alipurduar,Falakata,Bengkandi,26.63399,89.14578,2019-01-10,4.7
Alipurduar_26.634_89.1458,Alipurduar,Falakata,Bengkandi,26.63399,89.14578,2020-01-10,5.5
Alipurduar_26.634_89.1458,Alipurduar,Falakata,Bengkandi,26.63399,89.14578,2023-01-20,4.7
Alipurduar_26.6882_89.4053,Alipurduar,Kalchini,Dabri,26.68818,89.40527,2017-01-01,2.5
Alipurduar_26.6882_89.4053,Alipurduar,Kalchini,Dabri,26.68818,89.40527,2019-01-10,2.3
Alipurduar_26.6882_89.4053,Alipurduar,Kalchini,Dabri,26.68818,89.40527,2023-01-20,2.2
Alipurduar_26.7248_89.3498,Alipurduar,Kalchini,Hasimara,26.72475,89.34975,2017-01-01,6.8
Alipurduar_26.7248_89.3498,Alipurduar,Kalchini,Hasimara,26.72475,89.34975,2019-01-10,5.5
Alipurduar_26.7248_89.3498,Alipurduar,Kalchini,Hasimara,26.72475,89.34975,2023-01-20,6.1
Alipurduar_26.8395_89.3803,Alipurduar,Kalchini,Jaigaon,26.83947,89.38029,2017-01-01,23.7
Alipurduar_26.8395_89.3803,Alipurduar,Kalchini,Jaigaon,26.83947,89.38029,2019-01-10,21.1
Alipurduar_26.85_89.37,Alipurduar,Kalchini,Jaigaon,26.85,89.37,2023-01-20,22.2
Amravati_20.6306_77.8522,Amravati,Nandgaon Kh,Shivni,20.63056,77.85222,2018-01-10,6.1
Amravati_20.6906_77.8364,Amravati,Nandgaon Kh,Nandgaon Khandeshwar,20.69056,77.83639,2018-01-10,8.7
Amravati_20.7333_77.7667,Amravati,Nandgaon Kh,Mahuli,20.73333,77.76667,2018-01-10,6.3
Amravati_20.7667_77.7,Amravati,Nandgaon Kh,Belora,20.76667,77.7,2018-01-10,11.4
Amravati_20.9167_78.1375,Amravati,Tiwsa,Anjansingi,20.91667,78.1375,2018-01-10,5.1
Amravati_20.9222_77.3178,Amravati,Daryapur,Daryapur,20.92222,77.31778,2018-01-10,19.7
Amravati_20.9269_77.2631,Amravati,Daryapur,Samda Kasmpur,20.92694,77.26306,2018-01-10,4.3
Amravati_20.9333_78.05,Amravati,Tiwsa,Kurha,20.93333,78.05,2018-01-10,5.4
Amravati_20.9853_77.4142,Amravati,Daryapur,Ramgaon,20.98528,77.41417,2018-01-10,35.0
Amravati_20.9947_77.4586,Amravati,Daryapur,Yewada,20.99472,77.45861,2018-01-10,8.3
Amravati_21.05_77.1833,Amravati,Daryapur,Wadner Gangai,21.05,77.18333,2018-01-10,11.3
Amravati_21.2664_77.0994,Amravati,Chikhaldara,Khadkali,21.26639,77.09944,2018-01-10,2.1
Amravati_21.3083_77.925,Amravati,Morshi,Ashtagaon,21.30833,77.925,2018-01-10,4.4
Amravati_21.3153_77.9542,Amravati,Morshi,Khanapur-Vita,21.31528,77.95417,2018-01-10,5.6
Amravati_21.36_77.9444,Amravati,Morshi,Chicholi,21.36,77.94444,2018-01-10,7.6
Amravati_21.3833_78.0597,Amravati,Morshi,Dapori,21.38333,78.05972,2018-01-10,10.3
Amravati_21.3931_78.0839,Amravati,Morshi,Hiwarkheda,21.39306,78.08389,2018-01-10,9.7
Amravati_21.4333_77.4167,Amravati,Chikhaldara,Silona,21.43333,77.41667,2018-01-10,3.2
Amravati_21.5108_76.9353,Amravati,Dharni,Jutpani,21.51083,76.93528,2018-01-10,3.9
Amravati_21.5139_76.7806,Amravati,Dharni,Bhokarbardi,21.51389,76.78056,2018-01-10,5.4
Amravati_21.5306_76.7758,Amravati,Dharni,Dhulghat Road,21.53056,76.77583,2018-01-10,11.9
Amravati_21.5333_77.1167,Amravati,Dharni,Harisal,21.53333,77.11667,2018-01-10,6.5
Amravati_21.5431_76.8828,Amravati,Dharni,Dharni,21.54306,76.88278,2018-01-10,12.1
Amravati_21.5772_77.45,Amravati,Chikhaldara,Khandukheda,21.57722,77.45,2018-01-10,1.5
Amravati_21.5_77.2042,Amravati,Chikhaldara,Kolkaz,21.5,77.20417,2018-01-10,6.2
Amravati_21.6833_77.3361,Amravati,Chikhaldara,Hatru,21.68333,77.33611,2018-01-10,3.2
Amreli_20.867_71.363,Amreli,Jafrabad,Jafrabad,20.867,71.363,2018-01-10,1.7
Amreli_20.8958_71.2042,Amreli,Jafrabad,Timbi,20.89583,71.20417,2018-01-10,4.5
Amreli_20.908_71.36,Amreli,Jafrabad,Kadiyali,20.908,71.36,2018-01-10,4.8
Amreli_20.93_71.35,Amreli,Jafrabad,Nageshri,20.93,71.35,2018-01-10,4.1
Amreli_20.96_71.43,Amreli,Jafrabad,Lothpur,20.96,71.43,2018-01-10,5.8
Amreli_21.017_71.281,Amreli,Khambha,Trakuda,21.017,71.281,2018-01-10,8.1
Amreli_21.1083_71.2583,Amreli,Khambha,Bhavardi,21.10833,71.25833,2018-01-10,0.7
Amreli_21.142_71.254,Amreli,Khambha,Khambha,21.142,71.254,2018-01-10,10.5
Amreli_21.15_71.239,Amreli,Khambha,Khambha,21.15,71.239,2018-01-10,8.9
Amreli_21.233_71.2,Amreli,Khambha,Ingorala,21.233,71.2,2018-01-10,8.5
Amreli_21.326_71.018,Amreli,Dhari,Dhari,21.326,71.018,2018-01-10,10.1
Amreli_21.3333_71.2,Amreli,Dhari,Dhargani,21.33333,71.2,2018-01-10,36.7
Amreli_21.338_71.042,Amreli,Dhari,Dhari,21.338,71.042,2018-01-10,13.5
Amreli_21.38_71.12,Amreli,Dhari,Morzar,21.38,71.12,2018-01-10,47.5
Amreli_21.397_71.217,Amreli,Dhari,Kerala,21.397,71.217,2018-01-10,40.4
Amreli_21.417_71.167,Amreli,Dhari,Chalala,21.417,71.167,2018-01-10,25.6
Amreli_21.479_70.963,Amreli,Bagasara,Bagasara,21.479,70.963,2018-01-10,15.6
Amreli_21.521_71.136,Amreli,Khambha,Vankiya,21.521,71.136,2018-01-10,10.8
Amreli_21.525_71.358,Amreli,Lilia,Punjapadar,21.525,71.358,2018-01-10,5.7
Amreli_21.5501_71.4319,Amreli,Lilia,Sanaliya,21.55006,71.43192,2018-01-10,2.9
Amreli_21.583_70.967,Amreli,Bagasara,Vaghaniya Juna,21.583,70.967,2018-01-10,6.9
Amreli_21.608_71.225,Amreli,Amreli,Amreli,21.608,71.225,2018-01-10,7.4
Amreli_21.6125_71.225,Amreli,Amreli,Amreli,21.6125,71.225,2018-01-10,9.3
Amreli_21.625_71.396,Amreli,Lathi,Luvariya,21.625,71.396,2018-01-10,6.7
Amreli_21.663_70.983,Amreli,Kunkavav -Vadia,Kunkavav Moti,21.663,70.983,2018-01-10,29.4
Amreli_21.7254_71.4614,Amreli,Lathi,Tajpur,21.72537,71.46143,2018-01-10,16.7
Amreli_21.72_71.38,Amreli,Lathi,Lathi,21.72,71.38,2018-01-10,3.7
Amreli_21.8111_71.4057,Amreli,Lathi,Chavand,21.81105,71.40574,2018-01-10,6.4
Amreli_21.8342_71.2172,Amreli,Babra,Dharai,21.83417,71.21722,2018-01-10,20.6
Amreli_21.917_71.217,Amreli,Babra,Untvad,21.917,71.217,2018-01-10,16.5
Amritsar_31.5153_75.3,Amritsar,Rayya,Beas,31.51528,75.3,2023-01-01,15.1
Amritsar_31.5667_75.0333,Amritsar,Jandiala Guru,Jandiala Guru,31.56667,75.03333,2023-01-01,21.6
Amritsar_31.6333_74.875,Amritsar,Rayya,Amritsar,31.63333,74.875,2023-01-01,26.4
Amritsar_31.6667_75.1639,Amritsar,Tarsikka,Naya Tandel,31.66667,75.16389,2023-01-01,12.7
Amritsar_31.7167_74.6667,Amritsar,Chogawan,Chog-Wan,31.71667,74.66667,2023-01-01,13.0
Amritsar_31.9667_74.9172,Amritsar,Ajnala,Ramdas,31.96667,74.91722,2023-01-01,5.4
Andhra Pradesh_13.0008_78.4793,Andhra Pradesh,ChittoorVenkatagirikota,Venkatagirikota,13.00081,78.47934,2023-01-01,4.7
Andhra Pradesh_13.0412_79.1832,Andhra Pradesh,Chittoor,Gudipala,13.04117,79.18317,2023-01-01,0.6
Andhra Pradesh_13.0412_79.1832,Andhra Pradesh,Chittoor,Gudipala,13.04117,79.18317,2024-01-01,1.3
Andhra Pradesh_13.1077_78.9942,Andhra Pradesh,ChittoorYadamari,Muddu Ramapuram,13.10771,78.99415,2018-01-01,2.6
Andhra Pradesh_13.1077_78.9942,Andhra Pradesh,ChittoorYadamari,Muddu Ramapuram,13.10771,78.99415,2023-01-01,3.6
Andhra Pradesh_13.1605_79.0383,Andhra Pradesh,ChittoorYadamari,Yadamari,13.1605,79.03833,2023-01-01,3.6
Andhra Pradesh_13.1867_78.9047,Andhra Pradesh,Chittoor,Bangarupalem,13.18673,78.90465,2019-01-01,9.8
Andhra Pradesh_13.1867_78.9047,Andhra Pradesh,Chittoor,Bangarupalem,13.18673,78.90465,2022-01-01,2.5
Andhra Pradesh_13.1867_78.9047,Andhra Pradesh,Chittoor,Bangarupalem,13.18673,78.90465,2023-01-01,5.3
Andhra Pradesh_13.1867_78.9047,Andhra Pradesh,Chittoor,Bangarupalem,13.18673,78.90465,2024-01-01,4.1
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2015-01-01,8.1
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2016-01-01,3.2
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2017-01-01,8.0
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2018-01-01,4.0
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2022-01-01,2.8
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2023-01-01,5.1
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2024-01-01,7.2
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2015-01-01,7.8
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2016-01-01,2.4
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2017-01-01,4.1
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2018-01-01,3.0
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2022-01-01,2.6
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2023-01-01,1.7
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2024-01-01,4.8
Andhra Pradesh_13.2203_79.2178,Andhra Pradesh,Chittoor,Gangadhara Nellore,13.22028,79.21784,2022-01-01,5.2
Andhra Pradesh_13.2203_79.2178,Andhra Pradesh,Chittoor,Gangadhara Nellore,13.22028,79.21784,2023-01-01,2.5
Andhra Pradesh_13.2203_79.2178,Andhra Pradesh,Chittoor,Gangadhara Nellore,13.22028,79.21784,2024-01-01,5.2
Andhra Pradesh_13.2219_79.0336,Andhra Pradesh,ChittoorThavanampalle,Nallisettipalli,13.22188,79.03362,2023-01-01,7.5
Andhra Pradesh_13.2623_79.0604,Andhra Pradesh,ChittoorThavanampalle,Kanipakkampatnam,13.26227,79.0604,2023-01-01,1.2
Andhra Pradesh_13.2662_79.2706,Andhra Pradesh,Chittoor,Gangadhara Nellore,13.26623,79.27055,2023-01-01,1.4
Andhra Pradesh_13.3029_79.3113,Andhra Pradesh,ChittoorSrirangarajapuram,Tayyuru,13.30289,79.31127,2023-01-01,5.3
Andhra Pradesh_13.3033_79.2871,Andhra Pradesh,ChittoorSrirangarajapuram,Arumakapally,13.30327,79.28713,2023-01-01,7.2
Andhra Pradesh_13.3831_79.2789,Andhra Pradesh,ChittoorVedurukuppam,Kondakindapalli,13.38309,79.27886,2023-01-01,3.1
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2015-01-01,10.7
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2016-01-01,2.2
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2017-01-01,5.6
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2018-01-01,5.1
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2022-01-01,3.4
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2023-01-01,3.8
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2024-01-01,4.8
Andhra Pradesh_13.4767_78.8105,Andhra Pradesh,ChittoorSomala,Somala,13.47668,78.81051,2023-01-01,12.4
