station_id,STATE_UT,DISTRICT,BLOCK,LATITUDE,LONGITUDE,DATE,WL_MBGL,year,delta_wl
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2015-01-01,8.1,2015,
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2016-01-01,3.2,2016,-4.8999999999999995
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2017-01-01,8.0,2017,4.8
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2018-01-01,4.0,2018,-4.0
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2022-01-01,2.8,2022,-1.2000000000000002
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2023-01-01,5.1,2023,2.3
Andhra Pradesh_13.1956_79.004,Andhra Pradesh,Chittoor,Bangarupalem,13.19563,79.00402,2024-01-01,7.2,2024,2.1000000000000005
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2015-01-01,7.8,2015,
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2016-01-01,2.4,2016,-5.4
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2017-01-01,4.1,2017,1.6999999999999997
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2018-01-01,3.0,2018,-1.0999999999999996
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2022-01-01,2.6,2022,-0.3999999999999999
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2023-01-01,1.7,2023,-0.9000000000000001
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2024-01-01,4.8,2024,3.0999999999999996
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2015-01-01,10.7,2015,
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2016-01-01,2.2,2016,-8.5
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2017-01-01,5.6,2017,3.3999999999999995
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2018-01-01,5.1,2018,-0.5
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2022-01-01,3.4,2022,-1.6999999999999997
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2023-01-01,3.8,2023,0.3999999999999999
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2024-01-01,4.8,2024,1.0
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2015-01-01,11.4,2015,
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2016-01-01,2.2,2016,-9.2
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2017-01-01,4.6,2017,2.3999999999999995
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2018-01-01,4.2,2018,-0.39999999999999947
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2019-01-01,5.5,2019,1.2999999999999998
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2020-01-01,4.0,2020,-1.5
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2021-01-01,1.3,2021,-2.7
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2023-01-01,3.3,2023,1.9999999999999998
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2024-01-01,5.2,2024,1.9000000000000004
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2015-01-01,1.4,2015,
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2016-01-01,1.8,2016,0.40000000000000013
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2017-01-01,2.0,2017,0.19999999999999996
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2018-01-01,1.5,2018,-0.5
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2019-01-01,2.0,2019,0.5
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2020-01-01,1.4,2020,-0.6000000000000001
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2021-01-01,1.7,2021,0.30000000000000004
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2022-01-01,2.4,2022,0.7
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2023-01-01,1.5,2023,-0.8999999999999999
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2024-01-01,2.5,2024,1.0
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2015-01-01,12.6,2015,
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2016-01-01,10.0,2016,-2.5999999999999996
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2017-01-01,8.4,2017,-1.5999999999999996
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2018-01-01,7.1,2018,-1.3000000000000007
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2019-01-01,12.6,2019,5.5
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2020-01-01,12.6,2020,0.0
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2021-01-01,9.3,2021,-3.299999999999999
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2022-01-01,2.7,2022,-6.6000000000000005
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2023-01-01,0.9,2023,-1.8000000000000003
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2024-01-01,7.4,2024,6.5
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2015-01-01,7.8,2015,
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2016-01-01,2.9,2016,-4.9
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2017-01-01,4.9,2017,2.0000000000000004
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2018-01-01,4.9,2018,0.0
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2019-01-01,6.2,2019,1.2999999999999998
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2020-01-01,11.0,2020,4.8
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2021-01-01,4.3,2021,-6.7
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2022-01-01,4.0,2022,-0.2999999999999998
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2023-01-01,4.3,2023,0.2999999999999998
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2024-01-01,6.4,2024,2.1000000000000005
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2015-01-01,3.2,2015,
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2016-01-01,2.5,2016,-0.7000000000000002
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2017-01-01,1.6,2017,-0.8999999999999999
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2018-01-01,0.1,2018,-1.5
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2019-01-01,0.7,2019,0.6
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2020-01-01,1.1,2020,0.40000000000000013
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2021-01-01,0.4,2021,-0.7000000000000001
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2022-01-01,1.3,2022,0.9
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2023-01-01,0.2,2023,-1.1
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2024-01-01,1.5,2024,1.3
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2015-01-01,1.8,2015,
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2016-01-01,1.9,2016,0.09999999999999987
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2017-01-01,7.2,2017,5.300000000000001
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2018-01-01,2.4,2018,-4.800000000000001
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2019-01-01,4.3,2019,1.9
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2020-01-01,2.0,2020,-2.3
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2021-01-01,1.5,2021,-0.5
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2023-01-01,0.8,2023,-0.7
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2024-01-01,2.4,2024,1.5999999999999999
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2015-01-01,10.6,2015,
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2016-01-01,3.4,2016,-7.199999999999999
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2017-01-01,9.3,2017,5.9
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2018-01-01,4.7,2018,-4.6000000000000005
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2019-01-01,8.8,2019,4.1000000000000005
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2020-01-01,11.6,2020,2.799999999999999
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2021-01-01,2.4,2021,-9.2
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2022-01-01,3.5,2022,1.1
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2023-01-01,2.2,2023,-1.2999999999999998
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2024-01-01,5.3,2024,3.0999999999999996
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2015-01-01,1.9,2015,
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2016-01-01,1.1,2016,-0.7999999999999998
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2017-01-01,1.4,2017,0.2999999999999998
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2018-01-01,1.9,2018,0.5
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2019-01-01,1.6,2019,-0.2999999999999998
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2020-01-01,0.6,2020,-1.0
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2021-01-01,0.3,2021,-0.3
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2022-01-01,1.6,2022,1.3
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2023-01-01,0.6,2023,-1.0
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2024-01-01,1.6,2024,1.0
Andhra Pradesh_14.0249_78.5027,Andhra Pradesh,Annamayya,Galiveedu,14.02485,78.50271,2015-01-01,9.6,2015,
Andhra Pradesh_14.0249_78.5027,Andhra Pradesh,Annamayya,Galiveedu,14.02485,78.50271,2016-01-01,1.4,2016,-8.2
Andhra Pradesh_14.0249_78.5027,Andhra Pradesh,Annamayya,Galiveedu,14.02485,78.50271,2017-01-01,3.8,2017,2.4
Andhra Pradesh_14.0249_78.5027,Andhra Pradesh,Annamayya,Galiveedu,14.02485,78.50271,2018-01-01,2.2,2018,-1.5999999999999996
Andhra Pradesh_14.0249_78.5027,Andhra Pradesh,Annamayya,Galiveedu,14.02485,78.50271,2019-01-01,5.3,2019,3.0999999999999996
Andhra Pradesh_14.0249_78.5027,Andhra Pradesh,Annamayya,Galiveedu,14.02485,78.50271,2020-01-01,3.7,2020,-1.5999999999999996
Andhra Pradesh_14.0249_78.5027,Andhra Pradesh,Annamayya,Galiveedu,14.02485,78.50271,2021-01-01,0.8,2021,-2.9000000000000004
Andhra Pradesh_14.0249_78.5027,Andhra Pradesh,Annamayya,Galiveedu,14.02485,78.50271,2022-01-01,1.7,2022,0.8999999999999999
Andhra Pradesh_14.0249_78.5027,Andhra Pradesh,Annamayya,Galiveedu,14.02485,78.50271,2023-01-01,0.8,2023,-0.8999999999999999
Andhra Pradesh_14.0249_78.5027,Andhra Pradesh,Annamayya,Galiveedu,14.02485,78.50271,2024-01-01,2.3,2024,1.4999999999999998
Andhra Pradesh_14.0722_79.891,Andhra Pradesh,Tirupati,Chillakur,14.07216,79.891,2015-01-01,5.7,2015,
Andhra Pradesh_14.0722_79.891,Andhra Pradesh,Tirupati,Chillakur,14.07216,79.891,2016-01-01,0.8,2016,-4.9
Andhra Pradesh_14.0722_79.891,Andhra Pradesh,Tirupati,Chillakur,14.07216,79.891,2017-01-01,7.1,2017,6.3
Andhra Pradesh_14.0722_79.891,Andhra Pradesh,Tirupati,Chillakur,14.07216,79.891,2018-01-01,5.9,2018,-1.1999999999999993
Andhra Pradesh_14.0722_79.891,Andhra Pradesh,Tirupati,Chillakur,14.07216,79.891,2019-01-01,9.0,2019,3.0999999999999996
Andhra Pradesh_14.0722_79.891,Andhra Pradesh,Tirupati,Chillakur,14.07216,79.891,2020-01-01,5.0,2020,-4.0
Andhra Pradesh_14.0722_79.891,Andhra Pradesh,Tirupati,Chillakur,14.07216,79.891,2021-01-01,3.6,2021,-1.4
Andhra Pradesh_14.0722_79.891,Andhra Pradesh,Tirupati,Chillakur,14.07216,79.891,2022-01-01,2.8,2022,-0.8000000000000003
Andhra Pradesh_14.0722_79.891,Andhra Pradesh,Tirupati,Chillakur,14.07216,79.891,2023-01-01,3.5,2023,0.7000000000000002
Andhra Pradesh_14.0722_79.891,Andhra Pradesh,Tirupati,Chillakur,14.07216,79.891,2024-01-01,4.0,2024,0.5
Andhra Pradesh_14.1211_79.9585,Andhra Pradesh,Tirupati,Chillakur,14.12114,79.95847,2015-01-01,2.9,2015,
Andhra Pradesh_14.1211_79.9585,Andhra Pradesh,Tirupati,Chillakur,14.12114,79.95847,2016-01-01,0.1,2016,-2.8
Andhra Pradesh_14.1211_79.9585,Andhra Pradesh,Tirupati,Chillakur,14.12114,79.95847,2017-01-01,3.3,2017,3.1999999999999997
Andhra Pradesh_14.1211_79.9585,Andhra Pradesh,Tirupati,Chillakur,14.12114,79.95847,2018-01-01,1.7,2018,-1.5999999999999999
Andhra Pradesh_14.1211_79.9585,Andhra Pradesh,Tirupati,Chillakur,14.12114,79.95847,2019-01-01,3.0,2019,1.3
Andhra Pradesh_14.1211_79.9585,Andhra Pradesh,Tirupati,Chillakur,14.12114,79.95847,2020-01-01,0.1,2020,-2.9
Andhra Pradesh_14.1211_79.9585,Andhra Pradesh,Tirupati,Chillakur,14.12114,79.95847,2021-01-01,0.1,2021,0.0
Andhra Pradesh_14.1211_79.9585,Andhra Pradesh,Tirupati,Chillakur,14.12114,79.95847,2022-01-01,1.4,2022,1.2999999999999998
Andhra Pradesh_14.1211_79.9585,Andhra Pradesh,Tirupati,Chillakur,14.12114,79.95847,2023-01-01,2.7,2023,1.3000000000000003
Andhra Pradesh_14.1211_79.9585,Andhra Pradesh,Tirupati,Chillakur,14.12114,79.95847,2024-01-01,2.5,2024,-0.20000000000000018
Andhra Pradesh_14.1404_80.0066,Andhra Pradesh,Tirupati,Chillakur,14.14043,80.0066,2015-01-01,4.9,2015,
Andhra Pradesh_14.1404_80.0066,Andhra Pradesh,Tirupati,Chillakur,14.14043,80.0066,2016-01-01,1.8,2016,-3.1000000000000005
Andhra Pradesh_14.1404_80.0066,Andhra Pradesh,Tirupati,Chillakur,14.14043,80.0066,2017-01-01,3.3,2017,1.4999999999999998
Andhra Pradesh_14.1404_80.0066,Andhra Pradesh,Tirupati,Chillakur,14.14043,80.0066,2018-01-01,1.5,2018,-1.7999999999999998
Andhra Pradesh_14.1404_80.0066,Andhra Pradesh,Tirupati,Chillakur,14.14043,80.0066,2019-01-01,1.6,2019,0.10000000000000009
Andhra Pradesh_14.1404_80.0066,Andhra Pradesh,Tirupati,Chillakur,14.14043,80.0066,2020-01-01,1.3,2020,-0.30000000000000004
Andhra Pradesh_14.1404_80.0066,Andhra Pradesh,Tirupati,Chillakur,14.14043,80.0066,2021-01-01,0.6,2021,-0.7000000000000001
Andhra Pradesh_14.1404_80.0066,Andhra Pradesh,Tirupati,Chillakur,14.14043,80.0066,2022-01-01,1.4,2022,0.7999999999999999
Andhra Pradesh_14.1404_80.0066,Andhra Pradesh,Tirupati,Chillakur,14.14043,80.0066,2023-01-01,1.4,2023,0.0
Andhra Pradesh_14.1404_80.0066,Andhra Pradesh,Tirupati,Chillakur,14.14043,80.0066,2024-01-01,2.5,2024,1.1
Andhra Pradesh_14.1407_78.5903,Andhra Pradesh,Annamayya,Galiveedu,14.14071,78.59031,2018-01-01,6.7,2018,
Andhra Pradesh_14.1407_78.5903,Andhra Pradesh,Annamayya,Galiveedu,14.14071,78.59031,2019-01-01,14.4,2019,7.7
Andhra Pradesh_14.1407_78.5903,Andhra Pradesh,Annamayya,Galiveedu,14.14071,78.59031,2020-01-01,9.5,2020,-4.9
Andhra Pradesh_14.1407_78.5903,Andhra Pradesh,Annamayya,Galiveedu,14.14071,78.59031,2021-01-01,3.2,2021,-6.3
Andhra Pradesh_14.1407_78.5903,Andhra Pradesh,Annamayya,Galiveedu,14.14071,78.59031,2023-01-01,6.7,2023,3.5
Andhra Pradesh_14.1407_78.5903,Andhra Pradesh,Annamayya,Galiveedu,14.14071,78.59031,2024-01-01,7.8,2024,1.0999999999999996
Andhra Pradesh_14.1919_79.8718,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Manubolu,14.19191,79.87183,2015-01-01,1.7,2015,
Andhra Pradesh_14.1919_79.8718,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Manubolu,14.19191,79.87183,2016-01-01,1.9,2016,0.19999999999999996
Andhra Pradesh_14.1919_79.8718,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Manubolu,14.19191,79.87183,2017-01-01,2.0,2017,0.10000000000000009
Andhra Pradesh_14.1919_79.8718,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Manubolu,14.19191,79.87183,2018-01-01,2.0,2018,0.0
Andhra Pradesh_14.1919_79.8718,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Manubolu,14.19191,79.87183,2019-01-01,2.4,2019,0.3999999999999999
Andhra Pradesh_14.1919_79.8718,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Manubolu,14.19191,79.87183,2020-01-01,2.0,2020,-0.3999999999999999
Andhra Pradesh_14.1919_79.8718,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Manubolu,14.19191,79.87183,2021-01-01,2.0,2021,0.0
Andhra Pradesh_14.1919_79.8718,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Manubolu,14.19191,79.87183,2022-01-01,2.2,2022,0.20000000000000018
Andhra Pradesh_14.1919_79.8718,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Manubolu,14.19191,79.87183,2023-01-01,1.7,2023,-0.5000000000000002
Andhra Pradesh_14.1919_79.8718,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Manubolu,14.19191,79.87183,2024-01-01,2.6,2024,0.9000000000000001
Andhra Pradesh_14.2703_77.6254,Andhra Pradesh,Sri Sathya Sai,Chennekothapalle,14.27033,77.6254,2016-01-01,12.0,2016,
Andhra Pradesh_14.2703_77.6254,Andhra Pradesh,Sri Sathya Sai,Chennekothapalle,14.27033,77.6254,2017-01-01,20.1,2017,8.100000000000001
Andhra Pradesh_14.2703_77.6254,Andhra Pradesh,Sri Sathya Sai,Chennekothapalle,14.27033,77.6254,2018-01-01,11.9,2018,-8.200000000000001
Andhra Pradesh_14.2703_77.6254,Andhra Pradesh,Sri Sathya Sai,Chennekothapalle,14.27033,77.6254,2019-01-01,12.5,2019,0.5999999999999996
Andhra Pradesh_14.2703_77.6254,Andhra Pradesh,Sri Sathya Sai,Chennekothapalle,14.27033,77.6254,2020-01-01,8.0,2020,-4.5
Andhra Pradesh_14.2703_77.6254,Andhra Pradesh,Sri Sathya Sai,Chennekothapalle,14.27033,77.6254,2021-01-01,3.3,2021,-4.7
Andhra Pradesh_14.2703_77.6254,Andhra Pradesh,Sri Sathya Sai,Chennekothapalle,14.27033,77.6254,2022-01-01,4.8,2022,1.5
Andhra Pradesh_14.2703_77.6254,Andhra Pradesh,Sri Sathya Sai,Chennekothapalle,14.27033,77.6254,2023-01-01,3.1,2023,-1.6999999999999997
Andhra Pradesh_14.2703_77.6254,Andhra Pradesh,Sri Sathya Sai,Chennekothapalle,14.27033,77.6254,2024-01-01,8.1,2024,5.0
Andhra Pradesh_14.2901_80.0947,Andhra Pradesh,Sri Potti Sriramulu Nellore Muthukur,Muthukuru,14.29006,80.09472,2015-01-01,3.2,2015,
Andhra Pradesh_14.2901_80.0947,Andhra Pradesh,Sri Potti Sriramulu Nellore Muthukur,Muthukuru,14.29006,80.09472,2016-01-01,2.1,2016,-1.1
Andhra Pradesh_14.2901_80.0947,Andhra Pradesh,Sri Potti Sriramulu Nellore Muthukur,Muthukuru,14.29006,80.09472,2017-01-01,3.7,2017,1.6
Andhra Pradesh_14.2901_80.0947,Andhra Pradesh,Sri Potti Sriramulu Nellore Muthukur,Muthukuru,14.29006,80.09472,2018-01-01,3.2,2018,-0.5
Andhra Pradesh_14.2901_80.0947,Andhra Pradesh,Sri Potti Sriramulu Nellore Muthukur,Muthukuru,14.29006,80.09472,2019-01-01,3.7,2019,0.5
Andhra Pradesh_14.2901_80.0947,Andhra Pradesh,Sri Potti Sriramulu Nellore Muthukur,Muthukuru,14.29006,80.09472,2020-01-01,3.1,2020,-0.6000000000000001
Andhra Pradesh_14.2901_80.0947,Andhra Pradesh,Sri Potti Sriramulu Nellore Muthukur,Muthukuru,14.29006,80.09472,2021-01-01,1.7,2021,-1.4000000000000001
Andhra Pradesh_14.2901_80.0947,Andhra Pradesh,Sri Potti Sriramulu Nellore Muthukur,Muthukuru,14.29006,80.09472,2022-01-01,3.0,2022,1.3
Andhra Pradesh_14.2901_80.0947,Andhra Pradesh,Sri Potti Sriramulu Nellore Muthukur,Muthukuru,14.29006,80.09472,2023-01-01,2.4,2023,-0.6000000000000001
Andhra Pradesh_14.2901_80.0947,Andhra Pradesh,Sri Potti Sriramulu Nellore Muthukur,Muthukuru,14.29006,80.09472,2024-01-01,3.4,2024,1.0
Andhra Pradesh_14.3031_79.7792,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Vadlapudi,14.30307,79.77921,2015-01-01,5.5,2015,
Andhra Pradesh_14.3031_79.7792,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Vadlapudi,14.30307,79.77921,2016-01-01,2.7,2016,-2.8
Andhra Pradesh_14.3031_79.7792,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Vadlapudi,14.30307,79.77921,2017-01-01,6.5,2017,3.8
Andhra Pradesh_14.3031_79.7792,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Vadlapudi,14.30307,79.77921,2018-01-01,4.2,2018,-2.3
Andhra Pradesh_14.3031_79.7792,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Vadlapudi,14.30307,79.77921,2019-01-01,4.3,2019,0.09999999999999964
Andhra Pradesh_14.3031_79.7792,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Vadlapudi,14.30307,79.77921,2020-01-01,2.4,2020,-1.9
Andhra Pradesh_14.3031_79.7792,Andhra Pradesh,Sri Potti Sriramulu Nellore Manubolu,Vadlapudi,14.30307,79.77921,2021-01-01,0.9,2021,-1.5
