station_id,year,WL_MBGL,GAVI,STATE_UT,DISTRICT,mean_delta,WL_forecast_1y,WL_forecast_3y,min_wl,max_wl,GAVI_forecast_1y,GAVI_forecast_3y,GAVI_CATEGORY_1y,GAVI_CATEGORY_3y,FUTURE_ALERT_1y,FUTURE_ALERT_3y
West Bengal_nan_89.7983,2021,4.5,93.75000000000003,West Bengal,Alipurduar,0.019999999999999928,4.52,4.56,4.4,6.0,92.50000000000004,90.00000000000004,Safe,Safe,STABLE,STABLE
Madhya Pradesh_24.7514_81.5958,2021,8.8,77.77777777777777,Madhya Pradesh,Rewa,0.13333333333333344,8.933333333333334,9.200000000000001,7.8,12.3,74.81481481481481,68.88888888888887,Watch,Watch,STABLE,STABLE
Madhya Pradesh_24.5_81.5006,2021,4.6,86.13861386138615,Madhya Pradesh,Rewa,-1.2000000000000002,3.3999999999999995,0.9999999999999991,3.2,13.3,98.01980198019803,100.0,Safe,Safe,RECOVERY_EXPECTED,STABLE
Odisha_20.5225_86.4011,2021,1.2,88.23529411764707,Odisha,Kendrapara,-0.18333333333333332,1.0166666666666666,0.65,1.0,2.7,99.01960784313727,100.0,Safe,Safe,RECOVERY_EXPECTED,STABLE
Madhya Pradesh_23.7617_77.775,2021,4.9,54.54545454545452,Madhya Pradesh,Vidisha,-0.19999999999999987,4.7,4.300000000000001,3.9,6.1,63.636363636363626,81.81818181818178,Watch,Safe,STABLE,RECOVERY_EXPECTED
Madhya Pradesh_23.7328_78.1764,2021,11.3,98.24561403508771,Madhya Pradesh,Vidisha,0.03333333333333351,11.333333333333334,11.400000000000002,11.1,22.5,97.95321637426899,97.36842105263156,Safe,Safe,STABLE,STABLE
Madhya Pradesh_23.6644_76.6286,2021,3.7,100.0,Madhya Pradesh,Rajgarh,-0.03333333333333328,3.666666666666667,3.6000000000000005,3.7,5.7,100.0,100.0,Safe,Safe,STABLE,STABLE
Madhya Pradesh_23.3892_81.3733,2021,0.5,100.0,Madhya Pradesh,Shahdol,-1.0833333333333333,0.0,0.0,0.5,8.2,100.0,100.0,Safe,Safe,STABLE,STABLE
Madhya Pradesh_23.1808_79.9256,2021,1.6,100.0,Madhya Pradesh,Jabalpur,-0.1166666666666666,1.4833333333333334,1.2500000000000002,1.6,2.5,100.0,100.0,Safe,Safe,STABLE,STABLE
Odisha_22.2361_84.795,2021,4.6,57.446808510638306,Odisha,Sundargarh,0.06666666666666665,4.666666666666666,4.8,2.6,7.3,56.02836879432624,53.191489361702125,Watch,Watch,STABLE,STABLE
Punjab_30.3778_76.6792,2021,11.7,100.0,Punjab,Patiala,-0.11666666666666682,11.583333333333332,11.35,11.7,12.9,100.0,100.0,Safe,Safe,STABLE,STABLE
Punjab_30.3958_75.1333,2021,31.9,0.0,Punjab,Bathinda,1.3833333333333329,33.28333333333333,36.05,23.6,31.9,0.0,0.0,Critical,Critical,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_30.4589_76.0208,2021,32.5,0.0,Punjab,Malerkotla,0.6333333333333334,33.13333333333333,34.4,28.7,32.5,0.0,0.0,Critical,Critical,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_21.2989_76.2231,2021,32.4,0.0,Madhya Pradesh,Burhanpur,2.7199999999999998,35.12,40.56,18.8,32.4,0.0,0.0,Critical,Critical,FUTURE_CRITICAL,FUTURE_CRITICAL
Madhya Pradesh_21.2881_76.1794,2021,10.1,100.0,Madhya Pradesh,Burhanpur,-0.6400000000000002,9.459999999999999,8.18,10.1,13.3,100.0,100.0,Safe,Safe,STABLE,STABLE
Odisha_20.3767_85.5333,2021,4.1,6.250000000000034,Odisha,Cuttack,0.19999999999999987,4.3,4.699999999999999,2.6,4.2,0.0,0.0,Critical,Critical,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_30.8358_75.2689,2021,35.4,0.0,Punjab,Moga,0.7500000000000001,36.15,37.65,30.9,35.4,0.0,0.0,Critical,Critical,FUTURE_CRITICAL,FUTURE_CRITICAL
Punjab_31.0583_76.125,2021,10.5,21.052631578947377,Punjab,Shahid Bhagat Singh Nagar Nawanshahr,0.13749999999999996,10.6375,10.9125,9.0,10.9,13.815789473684259,0.0,Critical,Critical,FUTURE_CRITICAL,FUTURE_CRITICAL
Kerala_9.3964_76.8542,2021,15.1,100.0,Kerala,Pathanamthitta,-0.25999999999999973,14.84,14.32,15.1,18.3,100.0,100.0,Safe,Safe,STABLE,STABLE
Punjab_31.9_74.6667,2021,7.1,0.0,Punjab,Amritsar,0.2666666666666666,7.366666666666666,7.8999999999999995,5.5,7.1,0.0,0.0,Critical,Critical,FUTURE_CRITICAL,FUTURE_CRITICAL
Odisha_20.3289_84.8536,2021,2.8,66.66666666666671,Odisha,Nayagarh,0.03999999999999997,2.84,2.92,2.6,3.2,60.00000000000004,46.6666666666667,Watch,Stressed,STABLE,EARLY_DEPLETION_WARNING
Odisha_20.3019_85.9289,2021,2.5,66.66666666666667,Odisha,Cuttack,-0.1333333333333333,2.3666666666666667,2.1,2.1,3.3,77.77777777777779,100.0,Safe,Safe,RECOVERY_EXPECTED,RECOVERY_EXPECTED
Rajasthan_24.3572_74.3536,2021,5.2,91.17647058823529,Rajasthan,Chittorgarh,-1.3333333333333333,3.866666666666667,1.2000000000000002,4.3,14.5,100.0,100.0,Safe,Safe,STABLE,STABLE
Maharashtra_17.7194_73.3928,2021,2.2,88.23529411764704,Maharashtra,Ratnagiri,-0.016666666666666607,2.1833333333333336,2.1500000000000004,2.0,3.7,89.21568627450979,91.17647058823528,Safe,Safe,STABLE,STABLE
Odisha_20.2489_85.7889,2021,5.3,92.30769230769234,Odisha,Khordha,-0.11666666666666674,5.183333333333333,4.949999999999999,5.2,6.5,100.0,100.0,Safe,Safe,STABLE,STABLE
Rajasthan_25.7458_71.6628,2021,37.5,100.0,Rajasthan,Barmer,-0.4500000000000002,37.05,36.15,37.5,49.3,100.0,100.0,Safe,Safe,STABLE,STABLE
Maharashtra_18.0728_73.4036,2021,2.2,94.44444444444444,Maharashtra,Raigad,0.01666666666666668,2.216666666666667,2.25,2.1,3.9,93.5185185185185,91.66666666666667,Safe,Safe,STABLE,STABLE
Maharashtra_18.135_73.325,2021,2.6,29.032258064516125,Maharashtra,Raigad,0.10000000000000009,2.7,2.9000000000000004,0.4,3.5,25.806451612903214,19.354838709677402,Stressed,Critical,STABLE,FUTURE_CRITICAL
Maharashtra_18.2736_75.4258,2021,5.2,94.6236559139785,Maharashtra,Dharashiv,-0.57,4.63,3.49,4.7,14.0,100.0,100.0,Safe,Safe,STABLE,STABLE
Rajasthan_27.0333_70.9,2021,24.9,0.0,Rajasthan,Jaisalmer,0.3333333333333335,25.23333333333333,25.9,21.1,24.9,0.0,0.0,Critical,Critical,FUTURE_CRITICAL,FUTURE_CRITICAL
Rajasthan_27.4653_73.6161,2021,33.8,36.842105263158075,Rajasthan,Nagaur,0.1999999999999993,34.0,34.39999999999999,32.6,34.5,26.315789473684227,5.263157894737292,Stressed,Critical,EARLY_DEPLETION_WARNING,FUTURE_CRITICAL
Rajasthan_28.8_73.0667,2021,6.9,100.0,Rajasthan,Anupgarh,-0.15999999999999998,6.74,6.420000000000001,6.9,8.1,100.0,100.0,Safe,Safe,STABLE,STABLE
